objID,name,ra,dec,z,type
1.16183e+17,SDSS J215941.64+064910.3,329.92355,6.819574,0.81,Q
1.36631e+17,SDSS J083207.72+235131.7,128.032198,23.858814,0.87,Q
1.27903e+17,SDSS J222505.62+163504.1,336.273441,16.584498,0.45,A
1.1959e+17,SDSS J003237.70+093949.7,8.157125,9.663826,0.87,Q
1.35042e+17,SDSS J100456.45+223215.3,151.235232,22.537598,0.42,Q
1.08713e+17,SDSS J205623.36+003544.0,314.097347,0.595559,0.69,Q
1.40092e+17,SDSS J152651.11+264433.8,231.71295,26.74274,0.58,Q
1.41512e+17,SDSS J133057.70+275553.8,202.740445,27.93162,0.81,Q
1.66233e+17,SDSS J164212.15+483155.1,250.550629,48.531974,1.04,Q
1.20402e+17,SDSS J143833.24+102008.6,219.638509,10.335731,0.23,AX
1.34262e+17,SDSS J105451.05+215300.0,163.71275,21.883343,0.6,Q
1.16722e+17,SDSS J150441.17+071622.0,226.171566,7.272762,0.23,A
1.78172e+17,SDSS J123401.63+582857.2,188.506788,58.48256,0.34,A
1.64272e+17,SDSS J102619.34+465354.9,156.580618,46.898572,0.81,Q
1.36701e+17,SDSS J081358.40+235500.5,123.493338,23.916804,0.45,A
1.33932e+17,SDSS J134152.95+213654.1,205.470623,21.615074,0.53,Q
1.75462e+17,SDSS J100044.41+561307.8,150.185049,56.21883,0.63,Q
1.83592e+17,SDSS J144627.31+625928.5,221.613823,62.991258,0.72,Q
1.35283e+17,SDSS J222656.49+224418.3,336.73539,22.73844,0.57,Q
1.65902e+17,SDSS J135243.57+481512.2,208.181616,48.253407,1.84,Q
1.54633e+17,SDSS J171948.30+385143.0,259.951278,38.861945,0.76,QR
1.41082e+17,SDSS J130207.93+273414.2,195.533074,27.570637,0.73,QX
1.81082e+17,SDSS J151014.46+605423.7,227.560237,60.906587,2.2,Q
1.39052e+17,SDSS J104204.46+255241.3,160.518619,25.878145,1.5,Q
1.45421e+17,SDSS J094114.22+311058.3,145.309269,31.182865,0.62,QX
1.57512e+17,SDSS J114721.46+411535.5,176.839451,41.259852,0.53,Q
1.70022e+17,SDSS J124010.09+514058.2,190.042082,51.682837,2.41,Q
1.75272e+17,SDSS J162412.42+560330.7,246.051793,56.058525,0.85,Q
1.43022e+17,SDSS J131103.07+291107.1,197.762815,29.18529,1.77,QR
1.11572e+17,SDSS J144743.69+025853.7,221.932063,2.981577,1.87,QX
1.64482e+17,SDSS J153457.41+470426.5,233.739235,47.074045,0.89,Q
1.1711e+17,SDSS J015632.33+073532.5,29.134749,7.592368,0.69,Q
1.40231e+17,SDSS J080048.16+265151.0,120.200692,26.864177,0.69,Q
1.63232e+17,SDSS J124523.15+460151.4,191.346496,46.030943,0.57,Q
1.54802e+17,SDSS J114032.47+390026.3,175.135325,39.007309,0.37,A
1.42991e+17,SDSS J075307.15+290935.0,118.279822,29.15975,0.89,QX
1.0581e+17,SDSS J015419.64-014905.7,28.581855,-1.818244,0.97,Q
1.35552e+17,SDSS J130622.96+225752.9,196.595688,22.964715,0.75,QR
1.41944e+17,SDSS J235207.35+281722.0,358.030621,28.289433,0.79,Q
1.64171e+17,SDSS J084130.80+464843.3,130.378334,46.812009,0.62,Q
1.48603e+17,SDSS J231521.07+335014.3,348.837776,33.837335,1.38,Q
1.57833e+17,SDSS J171728.04+413141.4,259.366865,41.528161,1.01,Q
1.53483e+17,SDSS J172128.24+375420.3,260.367687,37.905651,1.31,Q
1.16082e+17,SDSS J151652.68+064407.3,229.219539,6.735355,0.82,QX
1.1549e+17,SDSS J003141.83+061432.1,7.924335,6.24228,0.73,Q
1.08023e+17,SDSS J214754.23+000101.3,326.975992,0.017044,0.76,Q
1.2795e+17,SDSS J004242.08+163744.3,10.675323,16.628975,0.89,Q
1.62111e+17,SDSS J080719.80+450555.9,121.832521,45.098862,0.95,Q
1.80942e+17,SDSS J120751.79+604706.6,181.965819,60.785171,0.38,QR
1.13902e+17,SDSS J100625.91+045520.2,151.608006,4.922291,0.75,Q
1.12232e+17,SDSS J132803.45+033142.3,202.014413,3.528416,2.23,Q
1.65902e+17,SDSS J123919.15+481500.5,189.829814,48.250157,1.21,Q
1.4309e+17,SDSS J001757.50+291435.1,4.489597,29.243128,0.57,Q
1.77042e+17,SDSS J145548.09+573216.5,223.950391,57.537944,1.0,QR
1.4773e+17,SDSS J010254.41+330637.1,15.726755,33.110333,0.4,Q
1.15e+17,SDSS J002958.68+055004.3,7.49454,5.83453,1.09,QX
1.47712e+17,SDSS J135510.15+330556.8,208.79234,33.099136,0.13,AX
1.29242e+17,SDSS J162406.48+174200.0,246.027019,17.70002,1.23,Q
1.14233e+17,SDSS J210806.49+051150.9,317.027065,5.197503,0.92,Q
1.68712e+17,SDSS J143449.55+503549.6,218.706505,50.59712,0.31,A
1.1367e+17,SDSS J022939.94+044355.4,37.416424,4.732073,0.58,Q
1.48823e+17,SDSS J164858.36+340059.8,252.243173,34.016652,2.14,Q
1.70392e+17,SDSS J150823.57+515956.0,227.098219,51.998871,0.76,Q
1.3407e+17,SDSS J000145.32+214346.9,0.438864,21.7297,1.16,Q
1.4509e+17,SDSS J012941.30+305438.2,22.422121,30.910639,0.5,Q
1.66192e+17,SDSS J131440.18+482940.9,198.667415,48.494706,0.5,Q
1.59442e+17,SDSS J155238.22+425214.3,238.159301,42.870643,1.77,Q
1.41312e+17,SDSS J162242.83+274549.5,245.67849,27.763768,0.74,Q
1.66501e+17,SDSS J080414.70+484524.9,121.061288,48.756924,1.24,Q
1.3912e+17,SDSS J012633.83+255611.0,21.640937,25.93642,0.42,QX
1.57471e+17,SDSS J075631.23+411346.9,119.130191,41.22972,0.46,AX
1.66401e+17,SDSS J090345.17+484016.1,135.938233,48.671169,0.23,A
1.70441e+17,SDSS J084721.90+520226.5,131.84127,52.040677,0.16,Q
1.37301e+17,SDSS J073909.74+242511.1,114.790607,24.419762,0.43,Q
1.45382e+17,SDSS J144021.56+310924.4,220.089841,31.156794,1.7,Q
1.58762e+17,SDSS J145624.00+421800.2,224.100009,42.300072,0.19,A
1.4198e+17,SDSS J015332.40+281913.3,28.384992,28.320367,0.86,Q
1.47432e+17,SDSS J112422.35+325153.0,171.093186,32.864755,0.4,A
1.74921e+17,SDSS J094510.03+554625.5,146.291784,55.773768,0.64,Q
1.76492e+17,SDSS J140130.80+570453.2,210.378373,57.081451,0.41,QRX
1.43892e+17,SDSS J122742.47+295434.3,186.926943,29.909555,0.91,Q
1.62092e+17,SDSS J103149.68+450445.1,157.957032,45.079209,2.46,Q
1.70482e+17,SDSS J141210.18+520423.3,213.042412,52.073164,2.95,QX
1.44342e+17,SDSS J162956.06+301704.5,247.483568,30.28459,0.7,Q
1.72031e+17,SDSS J084258.31+532132.8,130.742938,53.359137,0.6,Q
1.08673e+17,SDSS J212136.36+003346.4,320.401509,0.562893,0.51,Q
1.3972e+17,SDSS J003310.97+262603.4,8.295732,26.434335,0.78,Q
1.44952e+17,SDSS J163708.09+304735.4,249.283725,30.793182,0.49,A
1.51982e+17,SDSS J140421.75+363915.8,211.090638,36.654409,0.4,A
1.58342e+17,SDSS J163904.41+415705.3,249.768382,41.951494,0.94,Q
1.84022e+17,SDSS J102636.11+632114.0,156.650492,63.353902,0.91,Q
1.73532e+17,SDSS J141214.33+543630.9,213.059695,54.608613,2.28,Q
1.57151e+17,SDSS J085041.61+405755.1,132.673393,40.965312,0.64,Q
1.54762e+17,SDSS J103656.72+385804.3,159.236389,38.967877,0.64,Q
1.57481e+17,SDSS J090041.35+411416.5,135.172306,41.23794,0.64,Q
1.45872e+17,SDSS J140010.27+313342.0,210.0428,31.561672,0.76,Q
1.39802e+17,SDSS J163837.57+263016.6,249.656533,26.50463,0.63,Q
1.60813e+17,SDSS J170140.78+440033.4,255.419915,44.009306,0.92,Q
1.1079e+17,SDSS J001146.11+021929.5,2.942155,2.324891,0.67,Q
1.60832e+17,SDSS J144342.50+440137.5,220.927087,44.027134,0.8,Q
1.32172e+17,SDSS J115705.66+200850.5,179.273608,20.147394,0.49,Q
1.88642e+17,SDSS J131758.81+671210.9,199.495103,67.203063,2.22,Q
1.12242e+17,SDSS J122913.10+033218.7,187.304606,3.538529,2.36,QX
1.2145e+17,SDSS J015705.90+111253.7,29.274574,11.214926,1.08,Q
1.05943e+17,SDSS J213914.75-014250.5,324.811463,-1.714052,0.45,A
1.40401e+17,SDSS J094144.89+270021.8,145.437073,27.006092,0.59,Q
1.16413e+17,SDSS J221457.47+070055.4,333.739485,7.015415,0.72,Q
1.55652e+17,SDSS J132202.17+394231.8,200.509046,39.708839,0.25,AX
1.52332e+17,SDSS J161944.99+365636.2,244.937462,36.943392,0.72,QR2
1.23472e+17,SDSS J121503.92+125331.4,183.766385,12.892053,0.61,QX
1.74801e+17,SDSS J091915.38+554007.3,139.814112,55.6687,1.77,QR
9.76135e+16,SDSS J231240.03-083919.8,348.166817,-8.655521,0.15,Q
1.56932e+17,SDSS J145321.79+404639.4,223.340812,40.777598,0.86,Q
1.1596e+17,SDSS J014151.32+063826.5,25.463911,6.640733,0.68,QR
9.72735e+16,SDSS J233759.51-085615.9,354.49799,-8.937739,0.43,A
1.2316e+17,SDSS J010455.67+123819.0,16.231983,12.638613,0.8,Q
1.31502e+17,SDSS J163726.55+193516.2,249.36068,19.587821,0.76,Q
1.0832e+17,SDSS J015658.40+001615.9,29.243356,0.271086,0.35,Q
1.80802e+17,SDSS J103706.13+604022.7,159.275588,60.672995,0.68,Q
1.76932e+17,SDSS J101854.12+572647.7,154.725525,57.446589,0.43,QX
1.72562e+17,SDSS J122618.62+534821.1,186.577594,53.805853,0.59,QX
1.18242e+17,SDSS J155739.65+083213.8,239.415232,8.53716,0.72,Q
1.63652e+17,SDSS J145744.61+462235.5,224.43586,46.376551,1.41,Q
1.75292e+17,SDSS J160132.68+560435.9,240.386217,56.076629,3.15,Q
1.41381e+17,SDSS J090655.42+274928.3,136.730954,27.824526,0.78,QR2
1.46e+17,SDSS J013833.17+314025.2,24.638197,31.67369,0.99,Q
1.58712e+17,SDSS J142734.47+421555.9,216.893649,42.265552,0.27,QX
1.12434e+17,SDSS J234428.77+034141.5,356.119899,3.694878,0.63,Q
1.17642e+17,SDSS J133245.91+080217.6,203.191327,8.038225,2.72,Q
1.53782e+17,SDSS J102407.32+380902.4,156.030499,38.150654,0.65,Q
1.62431e+17,SDSS J083453.35+452130.4,128.72229,45.358438,2.07,Q
1.52322e+17,SDSS J135413.19+365607.9,208.554978,36.935547,1.28,Q
1.75941e+17,SDSS J080806.59+563703.6,122.0275,56.617657,0.58,Q
1.75822e+17,SDSS J143245.38+563107.0,218.189112,56.51861,0.81,Q
1.82052e+17,SDSS J150925.07+614258.3,227.35446,61.716197,0.28,A
1.35162e+17,SDSS J112211.22+223815.3,170.546749,22.637592,0.36,A
1.49941e+17,SDSS J075204.01+345711.3,118.016724,34.953152,1.72,Q
1.74692e+17,SDSS J144920.25+553429.4,222.334433,55.574814,0.46,Q
9.71034e+16,SDSS J222328.64-090448.8,335.869357,-9.080211,0.63,Q
1.70902e+17,SDSS J141905.16+522527.6,214.771523,52.424338,1.6,QX
1.79632e+17,SDSS J130410.33+594141.4,196.043064,59.694841,0.65,Q
1.20992e+17,SDSS J112410.99+104934.7,171.045803,10.826285,0.51,Q
1.0388e+17,SDSS J024205.81-032557.7,40.524229,-3.432703,0.77,Q
1.44172e+17,SDSS J153952.47+300842.1,234.968659,30.145042,0.84,Q
1.14563e+17,SDSS J225552.14+052813.0,343.967265,5.470316,0.96,Q
1.61742e+17,SDSS J114229.55+444724.9,175.623165,44.790264,0.8,QR
1.71772e+17,SDSS J125407.07+530842.9,193.529527,53.14525,0.76,Q
1.368e+17,SDSS J010129.63+240011.3,15.37345,24.003151,0.76,Q
1.19162e+17,SDSS J144542.42+091815.3,221.426746,9.304265,0.66,Q
1.43821e+17,SDSS J083709.66+295116.0,129.29025,29.854461,0.67,Q
1.24651e+17,SDSS J082822.69+135246.7,127.094525,13.87966,0.94,Q
1.33742e+17,SDSS J130527.09+212728.2,196.362883,21.457871,0.76,Q
1.1185e+17,SDSS J010736.27+031248.3,16.901125,3.213461,0.73,Q
1.29413e+17,SDSS J225308.78+175049.6,343.286594,17.847135,0.47,Q
1.44471e+17,SDSS J092716.07+302355.4,141.816993,30.398747,1.79,QX
1.50792e+17,SDSS J111436.79+353950.6,168.653301,35.664051,0.62,Q
1.17212e+17,SDSS J155351.10+074043.4,238.462924,7.678714,0.95,Q
1.61652e+17,SDSS J162730.08+444241.2,246.875362,44.711439,0.22,A
1.26202e+17,SDSS J154849.96+151023.9,237.208191,15.173309,0.74,Q
1.09851e+17,SDSS J085739.33+013254.6,134.413875,1.548522,0.43,Q
1.43052e+17,SDSS J134328.00+291247.9,205.866664,29.213331,3.63,Q
1.48551e+17,SDSS J081635.52+334748.7,124.148074,33.796856,0.51,AR
1.54032e+17,SDSS J160706.10+382147.5,241.775479,38.363207,1.77,Q
1.62592e+17,SDSS J115216.60+452950.1,178.069192,45.497275,1.06,Q
1.76411e+17,SDSS J084255.61+570029.7,130.731735,57.008231,2.66,Q
1.0069e+17,SDSS J020836.08-060528.9,32.150316,-6.091391,1.04,QX
1.61651e+17,SDSS J072916.80+444243.0,112.319969,44.711942,0.61,Q
1.31223e+17,SDSS J224309.29+192111.1,340.788739,19.353088,1.01,Q
1.04333e+17,SDSS J215805.26-030303.3,329.521945,-3.05093,0.7,Q
1.49352e+17,SDSS J162926.70+342746.0,247.361275,34.462789,1.54,Q
1.43673e+17,SDSS J221402.38+294344.3,333.509946,29.728969,0.8,Q
1.0943e+17,SDSS J025927.23+011144.3,44.863471,1.195645,0.89,Q
1.36281e+17,SDSS J084551.86+233410.1,131.466072,23.569476,1.21,Q
1.20493e+17,SDSS J215701.82+102439.1,329.257597,10.410858,0.71,Q
1.1412e+17,SDSS J010153.95+050622.4,15.474791,5.106242,0.84,Q
1.52322e+17,SDSS J111619.41+365619.7,169.080902,36.938804,1.14,Q
1.67422e+17,SDSS J115829.40+493117.4,179.622535,49.521532,0.7,Q
1.2807e+17,SDSS J015046.15+164331.3,27.692336,16.725395,1.22,Q
1.63492e+17,SDSS J115714.47+461433.1,179.310314,46.242538,0.66,Q
1.18723e+17,SDSS J210922.56+085615.7,317.343997,8.937709,0.76,QR
1.51422e+17,SDSS J123923.24+361107.0,189.846841,36.185292,0.19,A
1.52701e+17,SDSS J090924.03+371526.9,137.350147,37.257476,0.69,QR
1.05082e+17,SDSS J124812.38-022541.9,192.051617,-2.428319,0.6,Q
1.0418e+17,SDSS J000116.51-031050.2,0.318828,-3.180616,1.1,Q
1.383e+17,SDSS J000212.79+251511.5,0.553308,25.253213,0.75,Q
1.1269e+17,SDSS J001429.18+035429.5,3.621577,3.908202,0.55,QX
1.14463e+17,SDSS J220117.64+052305.8,330.323543,5.384969,0.99,Q
1.0842e+17,SDSS J014627.19+002100.9,26.613334,0.350269,0.4,A
1.68651e+17,SDSS J080526.71+503250.4,121.361313,50.547322,0.57,Q
1.70012e+17,SDSS J141720.29+514032.3,214.334585,51.675632,0.68,QX
1.40034e+17,SDSS J235323.32+264145.9,358.347189,26.696085,0.67,QR
1.32802e+17,SDSS J142341.94+204001.5,215.924773,20.667126,0.84,Q
1.85512e+17,SDSS J134603.18+643533.6,206.513335,64.592673,2.95,QX
1.33291e+17,SDSS J080906.12+210454.6,122.275526,21.081837,0.75,QX
9.74236e+16,SDSS J235601.58-084854.2,359.006595,-8.815123,0.68,Q
1.47402e+17,SDSS J141100.05+325009.7,212.750255,32.836027,0.58,Q
1.67412e+17,SDSS J105955.95+493042.8,164.983141,49.511902,1.49,Q
1.72452e+17,SDSS J152454.09+534245.7,231.225361,53.712696,0.74,Q
1.61572e+17,SDSS J155205.50+443852.9,238.022935,44.64802,0.89,Q
1.30382e+17,SDSS J144036.52+183921.9,220.152173,18.656086,0.61,Q
1.44901e+17,SDSS J091204.22+304516.9,138.017619,30.754722,0.39,Q
1.62132e+17,SDSS J155111.30+450636.9,237.797106,45.110255,0.58,QX
1.48831e+17,SDSS J085423.62+340139.4,133.598429,34.027641,2.99,Q
1.24702e+17,SDSS J133952.53+135504.0,204.968883,13.917792,0.24,AX
1.23203e+17,SDSS J223834.93+124006.8,339.645581,12.668567,0.68,Q
1.17782e+17,SDSS J112101.30+080926.3,170.255419,8.157337,0.5,Q
1.43303e+17,SDSS J224308.38+292500.6,340.784925,29.41684,0.47,QRX
1.27652e+17,SDSS J114451.74+162234.1,176.215578,16.376141,0.48,Q
1.54891e+17,SDSS J073810.08+390456.9,114.542024,39.082482,0.27,AX
1.60572e+17,SDSS J122345.62+434854.0,185.940107,43.815017,0.46,Q
1.40812e+17,SDSS J153845.29+272029.7,234.688764,27.341567,0.37,A
1.24241e+17,SDSS J080421.00+133227.6,121.087487,13.541014,2.43,Q
1.66152e+17,SDSS J140440.00+482732.6,211.166687,48.459055,0.84,Q
1.35432e+17,SDSS J111947.50+225147.6,169.947986,22.863215,0.49,QX
1.45932e+17,SDSS J154802.79+313647.9,237.011651,31.613329,0.58,Q
1.57302e+17,SDSS J115047.90+410515.6,177.69961,41.087668,0.78,Q
1.38012e+17,SDSS J153121.52+250053.2,232.839695,25.014764,0.83,Q
1.60941e+17,SDSS J085949.51+440723.4,134.956317,44.12317,0.63,Q
1.51932e+17,SDSS J135524.56+363642.3,208.852362,36.611725,0.73,Q
1.5004e+17,SDSS J001840.13+350205.7,4.667241,35.034943,0.73,QX
1.53962e+17,SDSS J122112.09+381801.3,185.300419,38.300361,1.58,Q
1.35002e+17,SDSS J154728.97+223001.4,236.870727,22.500408,0.55,Q
9.93602e+16,SDSS J011249.24-071147.3,18.205249,-7.196508,1.95,Q
1.38722e+17,SDSS J144917.45+253621.0,222.322752,25.605878,0.69,Q
1.56283e+17,SDSS J165219.52+401413.0,253.081322,40.236941,0.34,Q
1.3429e+17,SDSS J020044.60+215443.0,30.185843,21.911982,0.49,Q
1.57533e+17,SDSS J165655.03+411628.7,254.229336,41.274666,0.95,Q
1.113e+17,SDSS J022909.46+024503.5,37.289462,2.750991,0.48,A
1.09073e+17,SDSS J222546.50+005341.3,336.443759,0.894813,0.97,Q
1.4246e+17,SDSS J003643.02+284311.8,9.1793,28.719939,0.52,Q
1.60942e+17,SDSS J102312.94+440724.9,155.803947,44.123594,0.58,Q
1.25011e+17,SDSS J083359.29+141054.3,128.49707,14.181753,0.21,AX
1.46473e+17,SDSS J224643.21+320358.0,341.680061,32.066124,0.33,A
1.31383e+17,SDSS J223427.53+192912.1,338.614727,19.486717,1.47,Q
1.78872e+17,SDSS J113903.46+590350.3,174.764481,59.064021,1.67,Q
1.72562e+17,SDSS J124632.27+534814.5,191.634497,53.804019,1.02,Q
1.3959e+17,SDSS J004853.34+261933.2,12.222244,26.325928,1.72,Q
1.60201e+17,SDSS J081156.01+433000.5,122.98337,43.500152,1.7,QR
1.50632e+17,SDSS J115050.71+353149.1,177.711319,35.530304,0.2,A
1.08123e+17,SDSS J205049.27+000559.1,312.705322,0.09977,0.88,Q
1.40951e+17,SDSS J093941.54+272743.0,144.923128,27.461976,0.72,Q
1.05613e+17,SDSS J214331.34-015915.4,325.880621,-1.987645,1.25,QR
1.34451e+17,SDSS J080002.21+220233.8,120.009206,22.042721,0.66,Q
1.31762e+17,SDSS J125356.53+194811.7,193.485515,19.803267,0.79,Q
1.2597e+17,SDSS J003013.92+145847.1,7.558014,14.979765,0.44,Q
1.58352e+17,SDSS J115100.57+415737.8,177.752363,41.960503,0.4,A
1.44952e+17,SDSS J122723.15+304743.5,186.846415,30.79544,0.22,AX
1.76972e+17,SDSS J130033.52+572835.0,195.139725,57.476383,0.33,QX
1.54652e+17,SDSS J141550.33+385236.3,213.959734,38.876762,0.64,Q
1.282e+17,SDSS J013735.49+165027.0,24.397864,16.840833,1.02,QX
1.0811e+17,SDSS J022505.36+000540.5,36.272348,0.09461,0.21,AX
1.36491e+17,SDSS J073738.93+234451.8,114.412203,23.747739,0.86,Q
1.39543e+17,SDSS J164559.06+261658.4,251.496075,26.282893,2.49,Q
1.3266e+17,SDSS J003611.97+203324.6,9.049898,20.556872,1.66,Q
1.39193e+17,SDSS J223718.03+255941.4,339.325134,25.99483,0.8,Q
1.76622e+17,SDSS J115802.27+571121.3,179.509472,57.189266,1.95,Q
1.58461e+17,SDSS J093256.83+420315.3,143.23684,42.05426,0.84,Q
1.17412e+17,SDSS J140120.30+075037.4,210.334598,7.843719,0.98,Q
1.29092e+17,SDSS J150654.38+173456.7,226.726615,17.582425,0.5,Q
1.0657e+17,SDSS J004843.69-011125.3,12.18205,-1.190365,0.67,Q
1.33362e+17,SDSS J132909.86+210821.9,202.29109,21.139458,0.77,Q
1.43732e+17,SDSS J140901.87+294633.6,212.257855,29.775964,1.58,Q
1.76912e+17,SDSS J152359.40+572555.0,230.997511,57.431949,1.66,Q
1.4542e+17,SDSS J012609.19+311120.9,21.538292,31.189167,0.85,Q
1.40603e+17,SDSS J225437.84+271012.7,343.657676,27.170202,0.86,Q
1.53932e+17,SDSS J122254.86+381657.3,185.728611,38.282585,0.56,Q
1.3345e+17,SDSS J003529.96+211246.1,8.874845,21.21285,2.47,Q
1.43593e+17,SDSS J230003.12+293930.0,345.013064,29.658346,0.81,Q
1.44671e+17,SDSS J084833.07+303328.6,132.137871,30.557952,2.37,Q
1.67213e+17,SDSS J164852.28+492055.7,252.217841,49.348797,0.19,AX
1.33463e+17,SDSS J223932.12+211308.8,339.883831,21.219115,0.45,QX
1.34282e+17,SDSS J155844.51+215407.0,239.685464,21.901959,0.57,Q
1.4499e+17,SDSS J021330.32+304931.9,33.376363,30.825534,0.97,Q
9.68836e+16,SDSS J235723.96-091545.7,359.349838,-9.262714,0.8,Q
1.1961e+17,SDSS J005918.38+094058.3,14.826606,9.682871,0.78,Q
1.56352e+17,SDSS J150414.72+401751.6,226.061346,40.297692,0.34,AX
1.42083e+17,SDSS J172208.37+282401.5,260.534891,28.400422,0.45,QRX
1.61282e+17,SDSS J121640.85+442400.4,184.170227,44.400129,1.98,Q
1.4435e+17,SDSS J010652.50+301753.1,16.718789,30.298106,0.95,Q
1.47443e+17,SDSS J171049.47+325215.6,257.706143,32.871009,0.85,Q
1.34081e+17,SDSS J085225.33+214412.8,133.105549,21.736905,1.74,Q
1.44881e+17,SDSS J092947.91+304400.4,142.449657,30.733426,0.5,Q
1.62782e+17,SDSS J154240.38+453859.2,235.668271,45.649797,0.43,AX
1.56282e+17,SDSS J162815.89+401404.3,247.066216,40.234546,0.34,A
1.1089e+17,SDSS J025226.30+022430.4,43.109626,2.408493,0.83,Q
1.31653e+17,SDSS J215627.22+194240.5,329.113412,19.711241,0.79,Q
1.09e+17,SDSS J022057.40+005002.4,35.239228,0.834012,1.29,Q
1.52093e+17,SDSS J171035.12+364457.0,257.646347,36.749172,0.22,QX
1.10614e+17,SDSS J234637.45+021028.7,356.656075,2.174667,0.65,Q
1.73642e+17,SDSS J152321.88+544220.3,230.841127,54.705666,0.55,QX
1.3865e+17,SDSS J011954.37+253257.6,19.976545,25.549372,2.06,Q
1.0814e+17,SDSS J004150.65+000728.1,10.46106,0.124477,0.45,AR
1.64871e+17,SDSS J084841.87+472353.6,132.174481,47.398239,0.65,QR
1.68562e+17,SDSS J144923.71+502826.8,222.348825,50.474122,0.25,A
1.376e+17,SDSS J012519.44+244010.4,21.331,24.669577,0.5,Q
1.34833e+17,SDSS J164522.48+222130.9,251.343726,22.358594,2.32,Q
1.53341e+17,SDSS J082720.70+374706.7,126.836324,37.785224,0.82,QR2
1.48962e+17,SDSS J133842.28+340819.4,204.676191,34.138712,1.82,Q
1.53822e+17,SDSS J130827.76+381116.8,197.115708,38.188009,0.6,QX
1.62691e+17,SDSS J081527.70+453452.6,123.865412,45.581279,0.5,QRX
1.40154e+17,SDSS J232144.04+264738.7,350.433542,26.794081,0.37,A
1.71942e+17,SDSS J140435.10+531720.9,211.146302,53.289165,0.44,Q
1.52601e+17,SDSS J092147.04+371004.3,140.445998,37.167874,2.05,QX
1.19173e+17,SDSS J224936.92+091834.2,342.403841,9.309509,0.76,Q
1.5137e+17,SDSS J000923.32+360836.7,2.347173,36.143535,1.25,Q
1.3235e+17,SDSS J012622.92+201731.1,21.595529,20.291975,1.92,Q
1.13012e+17,SDSS J144943.66+041046.9,222.431921,4.179699,0.75,Q
1.34463e+17,SDSS J220959.21+220310.5,332.496726,22.052924,0.35,A
1.67042e+17,SDSS J161806.36+491209.4,244.526509,49.202613,0.66,Q
1.2356e+17,SDSS J015232.08+125806.9,28.133703,12.968595,0.4,A
1.11612e+17,SDSS J101811.09+030043.5,154.546247,3.012094,0.54,Q
1.43142e+17,SDSS J103903.81+291711.2,159.765955,29.286433,0.58,Q
1.63222e+17,SDSS J115357.45+460107.1,178.489394,46.01869,0.27,AX
1.58232e+17,SDSS J162444.89+415139.0,246.187045,41.860842,0.24,Q
1.36072e+17,SDSS J120428.63+232357.7,181.119376,23.399334,0.27,Q
1.28003e+17,SDSS J223741.03+164010.8,339.420983,16.669665,0.61,QR
1.18102e+17,SDSS J104057.34+082502.4,160.238924,8.417355,0.41,Q
1.09053e+17,SDSS J214128.40+005257.9,325.36835,0.882768,1.61,Q
1.11512e+17,SDSS J113939.36+025534.2,174.914033,2.926196,0.24,AX
1.87162e+17,SDSS J104724.96+655820.4,161.854008,65.972331,0.94,Q
1.68002e+17,SDSS J145200.37+500017.2,223.00155,50.004801,0.39,A
1.01e+17,SDSS J015521.98-054951.9,28.841638,-5.831087,2.65,Q
1.57812e+17,SDSS J140633.38+413041.4,211.639128,41.511521,1.89,QX
1.50122e+17,SDSS J142614.83+350616.0,216.561805,35.10444,0.21,AX
1.68191e+17,SDSS J084252.44+500936.7,130.718531,50.1602,0.69,QX
1.75002e+17,SDSS J135255.64+555016.3,208.231911,55.837888,2.07,Q
1.4223e+17,SDSS J001515.30+283150.8,3.81374,28.530811,0.99,Q
1.10852e+17,SDSS J110559.56+022230.4,166.498168,2.375118,0.71,Q
1.2303e+17,SDSS J001026.57+123133.7,2.610702,12.526013,1.06,Q
1.78562e+17,SDSS J145512.15+584826.2,223.800629,58.807283,0.57,QX
1.77292e+17,SDSS J110223.56+574436.3,165.59819,57.743386,0.22,QX
1.50652e+17,SDSS J132326.64+353253.1,200.861024,35.548138,1.06,Q
1.25752e+17,SDSS J145501.91+144734.8,223.758043,14.792987,1.42,Q
1.72031e+17,SDSS J075330.31+532144.2,118.3763,53.362284,0.38,A
1.80712e+17,SDSS J132017.29+603531.9,200.072045,60.592228,0.84,QR
1.51063e+17,SDSS J172059.91+355258.4,260.249642,35.882892,2.93,Q
1.68522e+17,SDSS J163339.18+502612.7,248.413265,50.436873,0.81,Q
1.38792e+17,SDSS J101627.89+253936.8,154.116222,25.660197,0.62,QR
1.12493e+17,SDSS J230922.16+034439.7,347.342379,3.744384,0.6,Q
1.11373e+17,SDSS J215200.62+024842.3,328.002604,2.811744,0.68,Q
1.16501e+17,SDSS J091906.37+070520.0,139.776569,7.0889,0.72,QR2
1.53991e+17,SDSS J081835.72+381944.6,124.648869,38.329058,0.64,Q
1.20932e+17,SDSS J125717.41+104648.8,194.322527,10.780273,2.64,Q
1.61741e+17,SDSS J084406.85+444721.7,131.028582,44.789373,0.35,Q
1.56082e+17,SDSS J113942.33+400425.1,174.926376,40.073624,0.7,Q
1.70152e+17,SDSS J163538.26+514752.5,248.90946,51.79793,2.62,Q
1.2401e+17,SDSS J014202.93+132035.9,25.512224,13.343318,1.07,Q
1.18734e+17,SDSS J235544.48+085647.4,358.935378,8.946509,2.81,Q
1.32132e+17,SDSS J140153.52+200633.6,210.473042,20.109345,0.79,Q
1.40081e+17,SDSS J082312.13+264415.7,125.800604,26.737717,1.85,Q
