source_id,phot_g_mean_mag,bp_rp,parallax,parallax_over_error,pm,b,l,ecl_lat,ecl_lon,ruwe,v
5764849557326671872,19.878439,0.263828,2.57816890915173,6.711794,171.36363,-25.920821497422843,304.0820993096126,-65.26750383747043,267.7473531832509,0.976915,315.05446123211334
1860341105467443968,20.296288,0.215071,3.021812842694963,5.767587,200.53488,-4.899509727667976,68.44239619239656,46.15837838902218,317.6465523992274,1.005352,314.5579783483199
4717719930513487872,18.012548,0.225868,1.6414000100435933,14.268376,108.59347,-56.294445449159866,287.968154297885,-62.28342680189762,346.16087798923655,1.190365,313.59390386692917
96960467258876160,20.091578,0.513197,6.095178902073691,10.851697,401.90427,-40.15238089567483,141.71819297496853,8.373623386026589,33.35358285957924,0.985231,312.546399890913
302513345729944576,15.185821,-0.385646,0.8002491365777233,18.111774,52.761173,-30.916039655409726,137.94860393645237,17.549689510895192,36.67759674701426,1.002467,312.51262858764727
2205493129867600256,17.478283,1.059126,26.32583675563172,387.98352,1730.3617,5.467617349419972,107.76205274026377,63.39477063457565,26.03235625501706,1.016987,311.5537981674129
4423505221809872128,19.078278,-0.156345,1.9550510330249142,6.748891,128.41972,41.32262362708031,10.545414310949596,22.058402490225067,233.94183662147742,0.992911,311.35222516371056
4842764024980525184,19.929022,0.847885,8.113092153230534,24.71781,532.39844,-50.47867452050794,246.14415648389118,-59.37409946013047,39.007571324898336,1.012366,311.0489251308635
6620768056166209536,20.005014,0.02606,2.5085630498360403,4.671412,164.53764,-58.85908227779976,23.010008553614668,-17.284773369635456,328.7606770574584,0.969617,310.8984762896752
4538127595322262784,16.932707,-0.20034,0.4182103651624243,7.9486,27.38783,11.18669830802523,57.95570946663266,49.75187465839795,289.3402460772847,1.023401,310.41391723980854
6820980881541729024,16.18737,-0.471392,0.4151052774364216,6.630184,27.004421,-55.04162057299756,36.147583815641575,-9.244427824470696,329.7622709037239,1.038076,308.3578157335886
4606074523396539904,19.496458,0.320892,3.6009283977226167,14.773196,233.85608,23.952021147949704,60.84973625086091,57.89799531766561,271.9077811750189,1.036851,307.8311181201091
1437885747108987264,19.508886,-0.170502,1.7080755028115688,6.737799,110.71554,37.806580963122954,89.33918046154639,80.09839387231898,214.32251128799564,1.003169,307.24148281162434
5792402116129561984,15.827098,-0.3219,7.392340329612535,201.41847,479.1159,-15.346907203681031,312.7617242765536,-53.633906380892505,254.73405900673228,1.062996,307.21115263230587
6257012363741589376,15.740019,-0.327456,0.5410946823194611,10.547092,35.06213,33.97403192353074,340.6560483058058,-1.9793944715075524,228.3997270948736,1.002551,307.144944330409
1266232053365039104,18.661465,-0.051594,3.6331880847492877,20.740366,235.15196,61.528399800545245,34.575221283827865,39.22945123513966,212.87203661925304,1.001506,306.7884940741822
4987831802442860928,19.71517,-0.322035,2.3190356463215993,6.409661,150.00415,-75.88830132008277,291.9285436989452,-43.31074917141723,354.8714156109171,1.018846,306.601441844745
3708466903023579264,19.595148,-0.221954,1.933737602428582,4.637727,125.032234,68.1828386667966,288.9749234466862,8.443216579240064,184.72115852829776,0.964506,306.4804600816922
6831743446815379072,19.411505,-0.157629,1.5692124766362705,5.347734,101.25976,-43.534878426618285,33.29947910997437,-3.307304567220322,319.66963672079,1.004692,305.8675992227807
2235041302272359040,19.64353,-0.107851,1.7918182949173633,7.335748,115.60889,15.556880231718592,89.68426201353108,74.47275296784962,335.19825658786414,0.997393,305.82683780006136
1462483785023662080,19.419188,0.551714,6.487023727035082,22.823465,418.52417,82.18717939907799,61.21234218638446,36.082310153012585,185.58333932768693,0.970973,305.81120848410905
6271260629984149760,16.09594,-0.339589,0.7531784720666802,11.103814,48.446148,34.36709762259173,325.99382791638743,-10.571153066344534,219.78142955586407,0.965234,304.88755275298627
6849354809891475840,18.653542,-0.063559,3.1218580089302086,13.347574,200.11493,-29.50022069902158,19.449548165842714,-4.2488833237803965,301.7943083729472,1.095523,303.8398164461497
1136772122631876480,20.21479,0.10898,1.8178755734890952,4.526537,116.38579,30.12445050868062,137.94619702720556,54.197850449293746,101.23293116362692,0.994859,303.468863872734
6603211123213159424,17.752756,-0.486794,1.1197586527423629,9.297935,71.555145,-63.86235126582016,13.050412432243718,-23.6992183740106,331.47825460353295,0.905032,302.89686774837736
827523099951377152,19.155895,0.001673,2.947233799686156,12.98036,188.16568,49.918506105932586,162.11114042664306,37.592491710819104,132.22693341635502,1.019328,302.62455695606957
1209122083683338752,20.567692,0.969931,6.2341649584748895,8.662604,397.49704,53.81619461006805,27.901247259677525,36.09637072121034,222.84502155307632,1.008844,302.2274805331523
4911641865752188288,16.818394,-0.345827,0.3124582335109244,5.241504,19.90888,-60.19149160664975,287.28478350663096,-58.749478483754054,349.583173134789,1.058949,302.01826096141286
759058744272603008,19.806622,-0.353504,2.550752092577424,6.328012,162.22266,71.06633471542854,185.41737230064902,28.35925156452215,158.38945173416175,1.057078,301.45438000916204
1406119962829248896,17.338362,-0.457739,0.3359891936742873,4.534058,21.315603,40.82672560228477,70.84423261775241,66.55205082344558,235.0945350334484,1.046994,300.7119316237741
6866534056302100736,19.30477,-0.119274,2.3056911174078283,6.729404,146.27066,-25.649864775537793,23.14534522445724,0.5938577225780528,300.3450490936849,1.012301,300.7006988331201
3836593100382315904,19.813225,1.170927,11.111264438311244,19.578508,704.4642,43.49457964621273,236.9873236866749,-8.292847401784737,152.29417482783276,0.978812,300.52026891634836
6471548355296604928,19.346071,-0.277411,1.597958148284648,5.295521,101.25712,-38.561282229314074,346.18177884533554,-32.96963674939822,299.0138729759501,1.040619,300.357516185378
31484932074057600,17.480764,-0.182425,4.463393941627124,35.186424,282.3518,-34.923358555469925,164.59589612646215,-1.1773639787994306,49.620452740383804,1.008541,299.849751328172
4802807119594209152,17.061153,-0.43586,0.2836053440254871,5.073925,17.931383,-30.08174247578813,248.60781228818792,-65.99045565149503,82.35613643995859,1.026286,299.69377460839223
4036548704493654912,19.066313,0.124098,1.511133779239152,6.505734,95.239426,-7.1958032118358455,352.95914840996363,-15.19660554719534,269.67715437215145,0.984479,298.73918763949996
1510373563725645184,19.275532,0.753315,1.5798116934019757,5.721896,99.4284,65.29878706130046,100.58879661071902,54.41644630512285,177.00484842452607,1.010714,298.3207486788105
1375081784665146496,16.643845,-0.371599,0.3878443082959006,8.083795,24.399231,56.6687337624683,57.116467776528594,51.67268384674257,214.13509213145602,0.98344,298.192734204295
6788894761422611968,19.863363,1.042736,6.238742689957694,9.864758,391.52655,-42.20852489835292,18.606504813348252,-11.416336116556332,312.41716226084185,0.999325,297.46952881643153
1720043348741653888,19.632801,0.479099,3.937982728809835,13.502038,246.31375,34.487215578551606,123.26771678435497,66.83560648859945,108.67455153123711,0.947029,296.4784919559541
4573526818847148800,18.959795,0.339478,4.501929360364571,22.503466,281.4394,31.524409604601576,47.823383364243305,48.541552863319914,254.857955853325,1.005103,296.3224457164359
2315640040069969152,19.255407,0.16025,4.412748605307075,14.102362,275.4753,-82.74266797488755,341.0839852068056,-32.68409371380636,352.2244335279247,1.010342,295.9046826038263
1080019421215226496,20.0121,-0.16799,1.9807948715579282,5.713093,123.585304,39.854070149273774,129.8072046500714,60.988643549089765,119.3441073540377,1.052595,295.737004676747
3031692276087636224,19.720417,0.12113,2.766149438277797,5.959326,172.36983,1.4027739581979068,229.8944673531019,-35.804942182457815,116.64531206846866,1.071237,295.36834487542774
1802900212861035776,16.9886,-0.286299,0.3385029974668241,4.753564,21.074362,-10.891361409841045,52.48057562605395,31.329999760240835,307.1601122164223,1.021693,295.10071014136054
108405666040931840,19.956858,0.82292,4.451503725029662,6.162873,276.7336,-33.20387900602356,159.1588822223222,3.4333952502267597,48.21405207480232,1.087031,294.6683642634157
3074928376114073856,20.271572,1.19116,13.154867308988557,15.610346,815.41864,23.859196143072232,226.70631752160162,-18.20292888375327,132.80098249530488,1.034358,293.8140129780772
6492083311194727168,16.809404,0.030306,9.561045981474178,171.78688,591.77734,-54.3390494736426,321.8250003486127,-49.36212546150881,320.39396110030935,1.004568,293.38051660980557
