oid,mjd,mag,magerr,catflags,filtercode,ra,dec
416112100013766,58227.1688889,20.2404881,0.145946592,0,zg,140.1291766,-1.548127
416112100013766,58231.1903472,20.5451469,0.175658822,0,zg,140.1291218,-1.5479453
416112100013766,58244.1929514,20.698431,0.188722968,32768,zg,140.1290662,-1.5480153
416112100013766,58247.1708796,20.5951004,0.179916263,0,zg,140.1290354,-1.5481193
416112100013766,58255.1710764,20.365284,0.158211172,0,zg,140.1291083,-1.5481521
416112100013766,58426.4811111,20.4490166,0.166650236,32768,zg,140.1289947,-1.5480572
416112100013766,58427.5225231,20.3223629,0.15394339,0,zg,140.1292263,-1.5480436
416112100013766,58427.5234375,20.3022499,0.151960239,0,zg,140.1290527,-1.5479541
416112100013766,58429.4768519,20.2931461,0.151066482,0,zg,140.1290109,-1.5480859
416112100013766,58430.5405208,20.3041134,0.152143568,0,zg,140.1290943,-1.5480977
416112100013766,58430.5414815,20.3821449,0.159899741,0,zg,140.1291004,-1.548124
416112100013766,58432.461331,20.2875614,0.150519237,0,zg,140.1289997,-1.5480782
416112100013766,58434.5025694,20.1711998,0.139354408,0,zg,140.128885,-1.5480078
416112100013766,58437.5016898,20.6368942,0.183478236,0,zg,140.1290176,-1.5480798
416112100013766,58437.502662,20.2384605,0.145751357,0,zg,140.1291391,-1.5481418
416112100013766,58438.5004167,20.3431473,0.156004429,0,zg,140.1291383,-1.5480629
416112100013766,58439.497419,20.2348003,0.145399153,0,zg,140.1291137,-1.5481452
416112100013766,58440.4759375,20.4047508,0.162173092,32768,zg,140.1290808,-1.5481076
416112100013766,58441.4843056,20.3994236,0.161636591,0,zg,140.1290774,-1.5480167
416112100013766,58442.4840625,20.3864727,0.160334364,32768,zg,140.1291515,-1.5481404
416112100013766,58443.5213194,20.557951,0.176750064,0,zg,140.1290386,-1.5480329
416112100013766,58443.5222338,20.5042877,0.17217648,0,zg,140.1290648,-1.5481007
416112100013766,58468.4411574,20.4521179,0.166965052,0,zg,140.1291579,-1.5481626
416112100013766,58472.4982639,20.6243496,0.182409167,0,zg,140.1290572,-1.5480285
416112100013766,58487.4437384,20.1046486,0.133194283,0,zg,140.1291005,-1.5482541
416112100013766,58491.4320949,20.3147869,0.153194964,0,zg,140.1292272,-1.548191
416112100013766,58494.4651389,20.2620125,0.148028612,0,zg,140.129029,-1.5482069
416112100013766,58538.2731597,20.0750828,0.130515486,32768,zg,140.1290651,-1.5477647
416112100013766,58541.2516667,20.7076321,0.189507127,0,zg,140.1291882,-1.5477565
416112100013766,58569.1818981,20.468605,0.168640181,32768,zg,140.1292323,-1.5480238
416112100013766,58581.2084954,20.0064812,0.124444425,0,zg,140.1291582,-1.548132
416112100013766,58598.2116782,20.4701004,0.168792471,0,zg,140.1291568,-1.5480939
416112100013766,58606.1504861,20.4339828,0.165126443,0,zg,140.1290926,-1.5481577
416112100013766,58794.548125,20.4535713,0.167112708,0,zg,140.1290738,-1.5481361
416112100013766,58812.5050463,20.5871658,0.179239988,0,zg,140.1290751,-1.5481077
416112100013766,58830.5497917,19.9784832,0.122026242,0,zg,140.1290287,-1.5481131
416112100013766,58837.4813657,20.2149315,0.143495023,0,zg,140.1292308,-1.5480426
416112100013766,58849.4620833,20.4192238,0.163633406,0,zg,140.1291186,-1.5481278
416112100013766,58855.4386111,20.2114563,0.143163323,0,zg,140.1291419,-1.5480519
416112100013766,58863.4129282,20.4183674,0.163546935,0,zg,140.1290484,-1.5483849
416112100013766,58866.396956,20.5142365,0.173024416,0,zg,140.1292485,-1.5480836
416112100013766,58873.356412,20.5709534,0.177858233,0,zg,140.1291328,-1.5480985
416112100013766,58876.3569792,20.4950676,0.171334475,0,zg,140.1291532,-1.5481598
416112100013766,58895.2313079,20.4997158,0.171808094,0,zg,140.1289759,-1.548079
416112100013766,58896.2327083,20.5387478,0.17511344,0,zg,140.1290836,-1.5480547
416112100013766,58898.2734491,20.32584,0.154287294,0,zg,140.1290971,-1.5480291
416112100013766,58900.2920486,20.5452194,0.175665021,0,zg,140.1291004,-1.5481191
416112100013766,58903.2725116,20.6483536,0.184454918,0,zg,140.1290077,-1.5480783
416112100013766,58904.2715625,20.7157192,0.190196395,0,zg,140.129097,-1.5480082
416112100013766,58904.2724653,20.4339905,0.165127158,0,zg,140.1290783,-1.5480967
416112100013766,58905.2583681,20.3465958,0.156347334,0,zg,140.1290598,-1.5483216
416112100013766,58912.2512037,20.2649765,0.148316458,0,zg,140.1291651,-1.5479592
416112100013766,58912.2521181,20.1202412,0.134621605,0,zg,140.1291392,-1.548125
416112100013766,58940.1683796,20.2621593,0.148042962,0,zg,140.1292703,-1.5481365
416112100013766,58956.2269097,20.435173,0.165246904,0,zg,140.1290807,-1.5481085
416112100013766,59144.5038773,20.474165,0.16920574,0,zg,140.1291366,-1.5480723
416112100013766,59150.521169,20.3970108,0.161393732,0,zg,140.1291872,-1.5481749
416112100013766,59168.520463,20.3131447,0.153033152,0,zg,140.1291105,-1.5481032
416112100013766,59177.5244097,20.5420914,0.17539835,0,zg,140.1292022,-1.5480536
416112100013766,59196.4415741,20.2153339,0.143533498,0,zg,140.1290222,-1.5480951
416112100013766,59199.5265741,20.399004,0.161594346,0,zg,140.1292126,-1.5481486
416112100013766,59203.3975926,20.2761383,0.149403185,0,zg,140.1292025,-1.5480387
416112100013766,59224.4378935,20.2490349,0.146771505,0,zg,140.1290752,-1.5479954
416112100013766,59226.3802083,20.8096752,0.19820416,0,zg,140.1291458,-1.5480165
416112100013766,59228.4050231,20.4680405,0.168582976,0,zg,140.1291049,-1.5480876
416112100013766,59232.3791551,20.5366325,0.174933195,0,zg,140.1290906,-1.548084
416112100013766,59248.4656944,20.2153797,0.143537819,0,zg,140.1290508,-1.5480997
416112100013766,59250.3219329,20.7750702,0.195254803,0,zg,140.1291273,-1.548069
416112100013766,59250.3228819,20.6477604,0.184404373,0,zg,140.1289749,-1.5482073
416112100013766,59251.2885069,20.6002274,0.180353284,0,zg,140.1291089,-1.5480906
416112100013766,59252.2730671,20.4333725,0.165064603,0,zg,140.1290598,-1.5481638
416112100013766,59252.3604167,20.4263687,0.16435574,0,zg,140.1291588,-1.5481129
416112100013766,59253.2536343,20.4926796,0.171091065,0,zg,140.1291222,-1.5481509
416112100013766,59254.2333449,20.5448341,0.175632119,0,zg,140.1290937,-1.5481441
416112100013766,59254.2948727,20.6620255,0.185620189,0,zg,140.1291152,-1.5481269
416112100013766,59255.3740625,20.4850769,0.170316562,0,zg,140.1290523,-1.5480579
416112100013766,59256.314919,20.654192,0.184952497,0,zg,140.1290406,-1.5481835
416112100013766,59256.3370833,20.3972778,0.161420599,0,zg,140.1290294,-1.5480581
416112100013766,59258.3744444,20.2467442,0.146550149,0,zg,140.1291756,-1.5480542
416112100013766,59258.3753935,20.4198151,0.16369313,0,zg,140.129234,-1.5480199
416112100013766,59260.3608912,20.2099323,0.143018082,0,zg,140.1289865,-1.5479322
416112100013766,59262.2951505,20.386364,0.160323352,0,zg,140.1293284,-1.548036
416112100013766,59264.2717014,20.6654148,0.185909033,0,zg,140.1291281,-1.5479901
416112100013766,59264.2726968,20.2485886,0.146728426,0,zg,140.1291742,-1.548148
416112100013766,59264.3149769,20.3169594,0.15340957,0,zg,140.1291668,-1.5480981
416112100013766,59275.1861921,20.5509911,0.176156878,0,zg,140.1290473,-1.5482237
416112100013766,59278.2528472,20.5241241,0.173867106,0,zg,140.1290391,-1.5480949
416112100013766,59293.2757523,20.4605236,0.167818844,0,zg,140.1291135,-1.5480696
416112100013766,59303.2535995,19.7386551,0.102794185,0,zg,140.129199,-1.5480885
416112100013766,59307.1546412,20.5478287,0.175887346,0,zg,140.1291882,-1.5481084
416112100013766,59311.19,20.5509872,0.17615664,0,zg,140.128989,-1.5480559
416112100013766,59319.2350579,20.3906898,0.16075784,0,zg,140.1291174,-1.5478394
416112100013766,59321.1875347,20.530941,0.174448133,0,zg,140.1290713,-1.5481728
416112100013766,59323.1740509,20.3368568,0.15537934,0,zg,140.1291837,-1.5481769
416112100013766,59340.185544,20.4989853,0.171733737,0,zg,140.1289971,-1.5481111
416112100013766,59342.211875,20.3988323,0.161577061,0,zg,140.1290872,-1.5481194
416112100013766,59344.1767824,20.4886208,0.170677647,0,zg,140.1289741,-1.5480938
416112100013766,59348.2149653,20.2045441,0.14250508,0,zg,140.129152,-1.5481819
416112100013766,59509.515625,20.3765659,0.159340352,0,zg,140.1289585,-1.5481692
416112100013766,59525.4825116,20.310482,0.152770594,0,zg,140.1291041,-1.5480968
416112100013766,59527.4825347,20.3015747,0.151893899,0,zg,140.1290631,-1.5480782
416112100013766,59532.5026505,20.3710899,0.158792123,0,zg,140.1291473,-1.548058
416112100013766,59640.2965741,20.3739395,0.159077391,0,zg,140.1292443,-1.5481338
416112100013766,59674.1848264,20.4371948,0.16545172,0,zg,140.1291282,-1.5481267
416112100013766,59676.1909144,20.3390121,0.155593336,0,zg,140.1291697,-1.5479578
