oid,mjd,mag,magerr,catflags,filtercode,ra,dec
820303200003013,58232.3050231,19.752388,0.120049626,0,zi,190.4884661,59.9245067
820303200003013,58243.3453356,19.7984009,0.123970859,0,zi,190.4882868,59.9245628
820303200003013,58267.2420023,19.6476288,0.111421138,0,zi,190.4884895,59.9245375
820303200003013,58278.1780787,19.8391418,0.127504617,0,zi,190.4885075,59.9245474
820303200003013,58282.1814699,19.6685028,0.113105848,0,zi,190.4886143,59.9245036
820303200003013,58286.1782407,19.6517277,0.111750536,0,zi,190.4886092,59.924537
820303200003013,58290.186169,19.8319054,0.126872838,0,zi,190.4886032,59.9245294
820303200003013,58295.3246296,19.5447922,0.103384048,0,zi,190.488434,59.9245956
820303200003013,58302.1856019,19.7133598,0.116785116,0,zi,190.4884796,59.924487
820303200003013,58320.2189815,19.9821968,0.140310824,0,zi,190.4885456,59.9245592
820303200003013,58547.4485764,19.8440437,0.127933547,0,zi,190.4885665,59.9244806
820303200003013,58557.3448495,19.8183727,0.125696093,0,zi,190.4884288,59.924664
820303200003013,58581.2839468,19.9045048,0.133285314,0,zi,190.4886514,59.9244791
820303200003013,58585.2367708,19.6990814,0.115605354,0,zi,190.4885915,59.9245467
820303200003013,58596.3654282,19.9310665,0.135670051,0,zi,190.4885748,59.9244789
820303200003013,58639.1994097,19.648777,0.111513346,0,zi,190.4884917,59.9245029
820303200003013,58643.218831,19.9171028,0.134413987,0,zi,190.4884536,59.924613
820303200003013,58648.2834954,19.8060074,0.124626249,0,zi,190.4886646,59.9245142
820303200003013,58652.2442593,20.054245,0.146941841,0,zi,190.4887832,59.9245471
820303200003013,58663.1786343,19.896759,0.132593557,0,zi,190.4885747,59.924524
820303200003013,58828.5255556,19.6386108,0.11069876,0,zi,190.4884779,59.9245578
820303200003013,58828.5267014,19.8999615,0.132879406,0,zi,190.4885791,59.9245139
820303200003013,58830.5198264,19.8196774,0.125809342,0,zi,190.4886212,59.924524
820303200003013,58830.5209606,19.8939133,0.13233988,0,zi,190.4885899,59.9245287
820303200003013,58831.525787,19.9187622,0.134562969,0,zi,190.4885212,59.9245044
820303200003013,58831.5269329,19.7465611,0.11955858,0,zi,190.4885649,59.9244278
