oid,mjd,mag,magerr,catflags,filtercode,ra,dec
550215300018350,58280.4785764,20.3638268,0.154429212,0,zr,359.9130021,21.4856729
550215300018350,58283.4649653,20.0903778,0.131900966,0,zr,359.912913,21.4856654
550215300018350,58286.4685532,20.3638172,0.154428467,0,zr,359.9129297,21.4855259
550215300018350,58289.4662037,20.1725063,0.138651505,0,zr,359.9129173,21.4857264
550215300018350,58292.479294,20.2883186,0.148234606,0,zr,359.9129427,21.4857066
550215300018350,58299.4191898,20.3168411,0.150584847,0,zr,359.9129407,21.4857714
550215300018350,58305.433831,20.401722,0.157493562,0,zr,359.9129159,21.4856052
550215300018350,58310.4415394,20.1860161,0.139768198,0,zr,359.9130098,21.4857225
550215300018350,58316.4614583,20.4160633,0.158642083,0,zr,359.912931,21.4856876
550215300018350,58319.446956,20.4031334,0.1576069,0,zr,359.9129368,21.4856935
550215300018350,58322.4132407,20.3499947,0.153301984,0,zr,359.9128785,21.4856891
550215300018350,58331.4110995,20.4526291,0.161536872,0,zr,359.9129852,21.485498
550215300018350,58334.4306366,20.2983742,0.149064153,0,zr,359.912959,21.4856949
550215300018350,58334.431088,20.6306763,0.175238729,0,zr,359.912887,21.4856522
550215300018350,58334.4403588,20.440876,0.160612106,0,zr,359.9129482,21.4857272
550215300018350,58337.3374884,20.3555183,0.153752521,0,zr,359.9129124,21.4856724
550215300018350,58343.371412,20.2805748,0.147595048,0,zr,359.9129613,21.4857243
550215300018350,58346.4135185,20.3716354,0.155063689,0,zr,359.912933,21.4856732
550215300018350,58349.3379167,20.2245388,0.142957315,0,zr,359.9129508,21.4857044
550215300018350,58352.4651968,20.5029335,0.16543591,0,zr,359.9129549,21.4856913
550215300018350,58355.3589699,19.8727379,0.114651829,32768,zr,359.9128505,21.4857263
550215300018350,58355.4748495,20.3014851,0.149320647,0,zr,359.9129932,21.4857469
550215300018350,58361.35125,20.395401,0.156985074,0,zr,359.912815,21.4856983
550215300018350,58364.3248843,20.163868,0.137937918,0,zr,359.9129601,21.4857489
550215300018350,58367.3710417,20.2381058,0.144080937,0,zr,359.9129473,21.4856798
550215300018350,58368.3070602,20.2259369,0.143073037,0,zr,359.9130295,21.4856628
