-7.500000000000001110e-02 1.001827703122102786e+00
-7.348484848484848619e-02 9.992842034580925459e-01
-7.196969696969697516e-02 1.000882035375803447e+00
-7.045454545454546413e-02 9.986073505133687966e-01
-6.893939393939393923e-02 9.972788669804717454e-01
-6.742424242424242820e-02 9.992564469204392452e-01
-6.590909090909091717e-02 1.000599097949301131e+00
-6.439393939393939226e-02 1.000105942689200278e+00
-6.287878787878789510e-02 1.000996286632586108e+00
-6.136363636363636326e-02 1.000882095717401610e+00
-5.984848484848485917e-02 1.000780827871201595e+00
-5.833333333333333426e-02 1.000734652653198165e+00
-5.681818181818182323e-02 1.001257934246171821e+00
-5.530303030303030526e-02 1.000803633748894805e+00
-5.378787878787878729e-02 9.990996296707388424e-01
-5.227272727272727626e-02 1.001778834504844395e+00
-5.075757575757576523e-02 9.993148057634156922e-01
-4.924242424242424726e-02 9.983724378665472798e-01
-4.772727272727272929e-02 9.978403000037777693e-01
-4.621212121212121826e-02 9.987536298555781400e-01
-4.469696969696970723e-02 1.000597086180451623e+00
-4.318181818181818232e-02 1.000747204044846184e+00
-4.166666666666667129e-02 9.995139691129051318e-01
-4.015151515151515332e-02 9.993485682557056160e-01
-3.863636363636364229e-02 9.984650898324188839e-01
-3.712121212121212432e-02 1.000361549095047042e+00
-3.560606060606061329e-02 1.000055446366386436e+00
-3.409090909090909532e-02 9.989496143673238793e-01
-3.257575757575757736e-02 9.996985230880535145e-01
-3.106060606060606286e-02 1.000722955989288288e+00
-2.954545454545454836e-02 9.996275119792702446e-01
-2.803030303030303386e-02 1.000257830304658535e+00
-2.651515151515151936e-02 9.994868830174605812e-01
-2.500000000000000486e-02 1.000718306925884704e+00
-2.348484848484849036e-02 9.993685315849438755e-01
-2.196969696969697586e-02 9.961899552382754708e-01
-2.045454545454546136e-02 9.931259137365402445e-01
-1.893939393939394686e-02 9.913787354428492682e-01
-1.742424242424243236e-02 9.919552287808124369e-01
-1.590909090909091786e-02 9.892564389683338177e-01
-1.439393939393940336e-02 9.873336069852247654e-01
-1.287878787878787845e-02 9.865391850134136442e-01
-1.136363636363636395e-02 9.869830499129307322e-01
-9.848484848484849452e-03 9.853118946833890890e-01
-8.333333333333334952e-03 9.879017728985105551e-01
-6.818181818181820453e-03 9.868550146272502266e-01
-5.303030303030305953e-03 9.864755976489169020e-01
-3.787878787878791453e-03 9.852055488344562129e-01
-2.272727272727276954e-03 9.836706360960496554e-01
-7.575757575757624540e-04 9.877920781245779214e-01
7.575757575757520457e-04 9.829367391202057380e-01
2.272727272727266545e-03 9.831078576877277930e-01
3.787878787878781045e-03 9.867205597440348308e-01
5.303030303030295545e-03 9.851080723473265577e-01
6.818181818181810044e-03 9.868844788871810048e-01
8.333333333333324544e-03 9.846361962606342555e-01
9.848484848484849452e-03 9.858909192282945266e-01
1.136363636363636395e-02 9.870747004966774485e-01
1.287878787878787845e-02 9.869501615626804503e-01
1.439393939393939295e-02 9.858695086016653342e-01
1.590909090909090745e-02 9.900210710147153703e-01
1.742424242424242195e-02 9.898815194519661187e-01
1.893939393939393645e-02 9.926268697843301236e-01
2.045454545454544054e-02 9.944949696406405470e-01
2.196969696969696545e-02 9.980207628818101862e-01
2.348484848484849036e-02 9.992081210642294042e-01
2.499999999999999445e-02 9.984752508490084555e-01
2.651515151515151936e-02 9.992469877231918707e-01
2.803030303030302345e-02 1.000106629848667605e+00
2.954545454545454836e-02 1.000351524224853517e+00
3.106060606060605245e-02 9.988908423742799414e-01
3.257575757575757736e-02 1.000613864529970254e+00
3.409090909090908145e-02 1.000598261713377735e+00
3.560606060606060635e-02 9.992628168402083455e-01
3.712121212121211045e-02 1.002009941467279619e+00
3.863636363636363535e-02 1.002169013373213957e+00
4.015151515151513945e-02 1.000814524270353001e+00
4.166666666666666435e-02 9.999237761473823705e-01
4.318181818181816845e-02 9.991674479901243577e-01
4.469696969696969335e-02 9.975009621588873943e-01
4.621212121212119744e-02 1.000202633738258795e+00
4.772727272727272235e-02 1.001550884760483706e+00
4.924242424242424726e-02 9.993990044963858566e-01
5.075757575757575135e-02 1.001058414637657989e+00
5.227272727272727626e-02 1.000117268034300899e+00
5.378787878787878035e-02 9.986805063824917283e-01
5.530303030303030526e-02 1.001293830626837300e+00
5.681818181818180935e-02 1.000656298865738814e+00
5.833333333333333426e-02 9.998214107618830226e-01
5.984848484848483835e-02 1.000798628370073162e+00
6.136363636363636326e-02 9.996163255249596036e-01
6.287878787878786735e-02 9.996485806790108564e-01
6.439393939393939226e-02 1.000649193241300638e+00
6.590909090909088941e-02 9.999656425969555285e-01
6.742424242424241432e-02 1.000301806463844034e+00
6.893939393939392535e-02 9.996410185771862356e-01
7.045454545454545026e-02 1.000498677383353963e+00
7.196969696969697516e-02 1.001141577606016408e+00
7.348484848484848619e-02 1.001126064123996517e+00
7.500000000000001110e-02 1.001056887408293683e+00
