ID1	ID2	NGC	  RA1	      Dec1	  RA2	      Dec2	       cz    
0402     461    -999    185.3124     13.3465    185.3126     13.3465          1459.7 
0403     464    -999    185.3139      5.3417    185.3139      5.3418          2378.7 
0404     462    4292    185.3186      4.5958    185.3186      4.5957          2269.3 
0405     465    4294    185.3242     11.5109    185.3243     11.5105           367.7 
0406     468    -999    185.3275      4.0760    185.3273      4.0767          1998.7 
0407     469    -999    185.3300     16.6093    185.3300     16.6093          1364.2 
0408     467    -999    185.3302      3.7877    185.3302      3.7881           -50.6 
0409    -999    -999    185.3438      5.9477    185.3438      5.9477          1784.1 
0410     479    -999    185.3711      8.1511    185.3706      8.1509          2529.2 
0411    -999    -999    185.3778     12.6542    185.3778     12.6542           338.2 
0412     483    4298    185.3880     14.6055    185.3865     14.6062          1143.7 
0413     482    -999    185.3921      4.7794    185.3920      4.7795          2129.5 
0414     486    -999    185.4041      5.7658    185.4041      5.7658          2436.9 
0415    -999    -999    185.4101      8.7766    185.4099      8.7772          1418.2 
0416     490    -999    185.4115     15.7451    185.4116     15.7451          1274.4 
0417     488    -999    185.4138      7.2539    185.4136      7.2536          2754.6 
0418     489    -999    185.4149      4.3927    185.4149      4.3927          1109.3 
0419     491    4299    185.4196     11.5017    185.4180     11.5031           257.6 
0420     492    4300    185.4228      5.3850    185.4228      5.3848          2274.8 
0421     494    -999    185.4233     15.0753    185.4234     15.0758          1229.0 
0422     497    4302    185.4260     14.5992    185.4270     14.5983          1116.2 
0423     499    -999    185.4358      9.2367    185.4357      9.2368          1504.2 
0424    -999    -999    185.4462      5.9891    185.4462      5.9890           758.6 
0425     501    -999    185.4501     12.8267    185.4500     12.8265          -104.6 
0426     504    -999    185.4587      9.7391    185.4586      9.7391           524.0 
0427     503    -999    185.4597      8.5417    185.4597      8.5418          1091.8 
0428     510    -999    185.4736     15.6459    185.4737     15.6459           838.5 
0429     508    4303    185.4777      4.4739    185.4786      4.4865          1613.5 
0430     509    -999    185.4812      6.4519    185.4815      6.4506           916.7 
0431     512    -999    185.4818     11.9672    185.4816     11.9668           141.8 
0432    -999    -999    185.4828     17.6813    185.4828     17.6811          1497.4 
0433     514    -999    185.4896      8.6749    185.4895      8.6750           847.7 
0434     513    -999    185.4905      2.3452    185.4908      2.3451          1831.2 
0435     517    -999    185.5053      5.1000    185.5054      5.1000          1906.3 
0436     522    4305    185.5151     12.7411    185.5150     12.7409          1932.1 
0437     523    4306    185.5172     12.7875    185.5171     12.7875          1525.7 
0438    -999    -999    185.5193      7.7394    185.5195      7.7395          1342.7 
0439     524    4307    185.5234      9.0437    185.5164      9.0349           983.4 
0440     525    -999    185.5270      6.7826    185.5270      6.7825          2539.3 
0441     530    -999    185.5324     15.7991    185.5343     15.7990          1159.3 
0442     529    -999    185.5359      9.8945    185.5358      9.8944          1541.4 
0443     531    -999    185.5457      4.9518    185.5457      4.9519          2000.7 
0444     534    4309    185.5517      7.1443    185.5516      7.1443          1054.6 
0445     538    -999    185.5614      7.1671    185.5614      7.1671           756.1 
0446     542    -999    185.5814      6.9280    185.5813      6.9279          1045.7 
0447     543    -999    185.5814     14.7607    185.5814     14.7608           984.1 
0448     545    -999    185.5817     15.7336    185.5817     15.7336          1185.9 
0449     554    -999    185.6013     15.4711    185.6013     15.4710           918.6 
0450     552    4301    185.6136      4.5664    185.6075      4.5680          1280.6 
0451     559    4312    185.6303     15.5379    185.6307     15.5377           178.9 
0452     558    -999    185.6305      7.1189    185.6305      7.1189           918.1 
0453     560    -999    185.6320     11.8026    185.6319     11.8026          1335.6 
0454    -999    -999    185.6486     24.0851    185.6486     24.0855          1315.9 
0455     562    -999    185.6490     12.1576    185.6496     12.1580             4.7 
0456     566    -999    185.6575      8.2964    185.6560      8.2945          1373.5 
0457     570    4313    185.6599     11.8013    185.6606     11.8009          1443.4 
0458     565    -999    185.6601      6.0141    185.6606      6.0143           842.2 
0459     567    -999    185.6625      6.6773    185.6625      6.6770          2397.8 
0460     571    -999    185.6713      7.9503    185.6715      7.9503          1077.8 
0461     576    4316    185.6759      9.3327    185.6760      9.3325          1248.6 
0462     575    4318    185.6804      8.1983    185.6804      8.1983          1207.6 
0463    -999    -999    185.6816      5.4563    185.6815      5.4564          2308.5 
0464     584    -999    185.7009      7.9138    185.7012      7.9135          1291.2 
0465     592    -999    185.7119     13.5928    185.7119     13.5929          1118.9 
0466     593    -999    185.7198      6.6797    185.7200      6.6799          1525.6 
0467     596    4321    185.7282     15.8259    185.7274     15.8212          1559.7 
0468     598    -999    185.7344      7.7331    185.7343      7.7330          1051.6 
0469     597    -999    185.7359      2.7470    185.7360      2.7469          1855.0 
0470    -999    -999    185.7487      8.0309    185.7486      8.0309           649.0 
0471     608    4323    185.7572     15.9054    185.7572     15.9056          1851.6 
0472     606    -999    185.7636      5.7860    185.7635      5.7860          2062.9 
0473     611    -999    185.7701      8.3336    185.7702      8.3332          1304.5 
0474     618    -999    185.7808     13.7446    185.7809     13.7445          2117.2 
0475     620    -999    185.7900     11.7260    185.7899     11.7260           733.1 
0476    -999    -999    185.7913      0.4267    185.7915      0.4271          2421.5 
0477     630    4330    185.8206     11.3678    185.8128     11.3638          1474.6 
0478    -999    -999    185.8266      5.6071    185.8268      5.6072          1579.3 
0479     632    -999    185.8331      7.0681    185.8333      7.0681          1138.0 
0480     634    4328    185.8334     15.8203    185.8335     15.8204           481.2 
0481     636    -999    185.8385     15.8682    185.8383     15.8684            -3.6 
0482    -999    -999    185.8474      1.8149    185.8476      1.8152          1908.1 
0483     641    -999    185.8683      5.8166    185.8693      5.8163           906.7 
0484    -999    4336    185.8741     19.4267    185.8743     19.4269          1051.3 
0485    -999    -999    185.8749      2.0081    185.8750      2.0080          1887.0 
0486     646    -999    185.8824     17.7946    185.8825     17.7945           888.6 
0487     655    4344    185.9065     17.5414    185.9061     17.5409          1163.7 
0488     656    4343    185.9115      6.9542    185.9112      6.9541          1000.0 
0489     657    4342    185.9125      7.0540    185.9100      7.0609           456.2 
0490     663    -999    185.9289     18.6619    185.9288     18.6619           902.4 
0491     664    -999    185.9336     12.4775    185.9353     12.4783          -438.3 
0492     667    -999    185.9519      7.1873    185.9522      7.1868          1426.4 
0493    -999    -999    185.9568     18.4556    185.9568     18.4558          2105.6 
0494     669    -999    185.9580      6.0598    185.9580      6.0598          1138.7 
0495     674    -999    185.9691     13.8825    185.9693     13.8825           726.1 
0496     672    4341    185.9728      7.1071    185.9732      7.1071           925.6 
0497    -999    4348    185.9748     -3.4430    185.9749     -3.4429          2028.0 
0498     675    -999    185.9759      3.0852    185.9760      3.0848          1452.8 
0499     684    -999    185.9905     12.8871    185.9904     12.8871           550.7 
0500     687    -999    185.9907     11.8923    185.9906     11.8923           583.9 
0501    -999    -999    185.9926      7.4503    185.9925      7.4505          1226.0 
0502     688    4353    186.0013      7.7851    186.0011      7.7852          1127.8 
0503     692    4351    186.0054     12.2042    186.0063     12.2048          2302.1 
0504    -999    -999    186.0081     16.8393    186.0081     16.8394          1637.8 
0505     693    -999    186.0131      5.1805    186.0134      5.1806          2041.6 
0506     696    -999    186.0168     17.5495    186.0168     17.5495           460.4 
0507     698    4352    186.0207     11.2181    186.0209     11.2181          2096.9 
0508    -999    -999    186.0209      8.2940    186.0212      8.2938          1362.6 
0509     695    -999    186.0220     10.0677    186.0219     10.0677          1270.5 
0510     697    -999    186.0231      7.0414    186.0230      7.0413          1277.5 
0511     699    -999    186.0317      6.6074    186.0307      6.6086           704.6 
0512     706    -999    186.0521     11.5294    186.0520     11.5294          1664.0 
0513     711    -999    186.0577      7.1751    186.0578      7.1751          1509.6 
0514    -999    -999    186.0585     18.6894    186.0587     18.6891          1570.7 
0515     710    -999    186.0605      4.2260    186.0605      4.2259          1211.8 
0516    -999    -999    186.0920     21.1602    186.0924     21.1600           954.7 
0517     727    -999    186.1088      7.1135    186.1087      7.1134          2907.6 
0518     731    4365    186.1161      7.3157    186.1071      7.2934           -67.1 
0519    -999    -999    186.1304      6.4880    186.1303      6.4879           653.8 
0520     733    -999    186.1335      8.6375    186.1335      8.6375          1245.9 
0521    -999    -999    186.1472      6.0330    186.1472      6.0329          1066.8 
0522     737    -999    186.1640      3.9956    186.1607      3.9964          1758.4 
0523     740    -999    186.1647      8.5042    186.1648      8.5039          1060.7 
0524     739    -999    186.1674      3.3031    186.1668      3.3029           917.9 
0525     741    -999    186.1721      3.7214    186.1721      3.7215          1888.8 
0526     745    4366    186.1958      7.3529    186.1959      7.3530          1274.8 
0527     748    -999    186.1981     14.5763    186.1982     14.5764          1191.8 
0528     747    -999    186.1990      8.9914    186.1991      8.9915           955.1 
0529     751    -999    186.2015     18.1951    186.2015     18.1951           695.8 
0530     750    -999    186.2065      6.7596    186.2065      6.7595          1057.6 
0531     753    -999    186.2148     13.1110    186.2151     13.1112           949.0 
0532     756    -999    186.2210      9.4931    186.2214      9.4937           793.4 
0533     755    -999    186.2254      7.5569    186.2253      7.5569          1215.4 
0534    -999    -999    186.2286     16.8108    186.2286     16.8109          2415.9 
0535     758    4370    186.2292      7.4444    186.2287      7.4449           781.1 
0536     760    -999    186.2338     11.8321    186.2339     11.8321          1897.0 
0537     762    -999    186.2624      7.5038    186.2624      7.5038          1272.6 
0538     765    -999    186.2645     13.2447    186.2645     13.2447           966.2 
0539     763    4374    186.2653     12.8877    186.2626     12.8970           982.5 
0540     768    -999    186.2658     17.0155    186.2655     17.0163          2431.1 
0541     769    -999    186.2677     15.7113    186.2677     15.7113          1398.2 
0542     764    -999    186.2734      5.3291    186.2734      5.3291          2000.9 
0543     773    -999    186.2843      6.8906    186.2843      6.8905          1445.2 
0544     772    -999    186.2863      4.4142    186.2863      4.4144          1263.1 
0545     779    -999    186.3049     13.0255    186.3047     13.0254           -85.7 
0546     781    -999    186.3133     12.7146    186.3133     12.7146          -308.1 
0547     788    -999    186.3201     11.6053    186.3202     11.6054           121.3 
0548     790    -999    186.3231     14.1726    186.3231     14.1726           639.9 
0549     787    4376    186.3256      5.7411    186.3251      5.7412          1126.5 
0550     794    -999    186.3400     16.4300    186.3401     16.4297          1782.2 
0551     793    -999    186.3401     13.0704    186.3401     13.0717          1890.0 
0552     792    4380    186.3423     10.0167    186.3423     10.0168           957.1 
0553     795    -999    186.3465     14.8033    186.3465     14.8035          1421.9 
0554     798    4382    186.3498     18.1893    186.3478     18.1989           771.7 
0555     801    4383    186.3561     16.4699    186.3559     16.4695          1709.9 
0556     797    -999    186.3502     18.1400    186.3503     18.1398          1228.4 
0557    -999    -999    186.3691     12.6364    186.3689     12.6366          2425.9 
0558     802    -999    186.3712     13.4987    186.3710     13.4981          -205.2 
0559    -999    -999    186.3813     11.1584    186.3811     11.1584           906.1 
0560     809    -999    186.3877     12.2607    186.3875     12.2606          -102.2 
0561     810    -999    186.3897     13.2273    186.3897     13.2272          -377.0 
0562     812    -999    186.3952     15.1944    186.3952     15.1944          1545.9 
0563    -999    -999    186.3972      5.3810    186.3972      5.3810          2316.4 
0564     816    -999    186.4004     15.8474    186.3999     15.8478          1076.6 
0565     817    -999    186.4018     15.8301    186.4018     15.8298          1072.1 
0566     815    -999    186.4048     13.1437    186.4050     13.1437          -745.0 
0567     824    -999    186.4114     14.1509    186.4115     14.1507           391.5 
0568     820    -999    186.4118      7.7323    186.4118      7.7324          1512.5 
0569     823    -999    186.4122     12.3138    186.4122     12.3138          1703.3 
0570     825    -999    186.4151     10.5834    186.4139     10.5839          1827.6 
0571     826    -999    186.4220      2.1591    186.4210      2.1592          1447.3 
0572    -999    -999    186.4222     13.0477    186.4220     13.0476           576.9 
0573     828    4387    186.4238     12.8099    186.4237     12.8105           550.0 
0574     827    -999    186.4270      7.2181    186.4273      7.2167          1002.3 
0575     833    -999    186.4361     13.0221    186.4360     13.0221           724.0 
0576     836    4388    186.4442     12.6629    186.4447     12.6619          2569.1 
0577     841    -999    186.4478     14.9527    186.4481     14.9520           487.8 
0578     846    -999    186.4606     13.1976    186.4605     13.1976          -514.3 
0579     849    4390    186.4608     10.4590    186.4611     10.4590          1110.7 
0580    -999    -999    186.4635      7.7875    186.4635      7.7875           659.3 
0581     848    -999    186.4686      5.8094    186.4688      5.8097          1507.9 
0582     851    -999    186.4758      7.5548    186.4754      7.5548          1179.3 
0583     857    4394    186.4819     18.2145    186.5004     18.2224          1001.3 
0584     854    -999    186.4822     12.7697    186.4821     12.7697           690.7 
0585     855    -999    186.4838      7.2347    186.4838      7.2347           961.8 
0586     856    -999    186.4913     10.0538    186.4913     10.0538          1017.6 
0587     859    -999    186.4926      3.4299    186.4933      3.4302          1409.6 
0588     861    -999    186.4955     15.2771    186.4955     15.2772           932.7 
0589     865    4396    186.4986     15.6695    186.4965     15.6710          -107.7 
0590     862    -999    186.5036      7.4553    186.5037      7.4553          1133.2 
0591     870    -999    186.5224     11.8123    186.5222     11.8122          1194.3 
0592     871    -999    186.5236     12.5596    186.5235     12.5596          1423.6 
0593     872    -999    186.5279     12.8611    186.5279     12.8610          1313.5 
0594     874    4405    186.5296     16.1810    186.5298     16.1810          1744.0 
0595     873    4402    186.5306     13.1125    186.5319     13.1133           230.6 
0596     877    -999    186.5397     13.6731    186.5397     13.6731           -92.4 
0597     881    4406    186.5496     12.9441    186.5549     12.9373          -181.7 
0598    -999    -999    186.5503     -1.3036    186.5493     -1.3047          2020.0 
0599    -999    -999    186.5579      3.8371    186.5579      3.8371           798.3 
0600    -999    -999    186.5748      1.7417    186.5739      1.7418          2445.1 
0601     888    -999    186.5768      8.3495    186.5775      8.3497           990.9 
0602    -999    -999    186.5805      1.0202    186.5804      1.0196          1585.1 
0603     892    -999    186.5837     12.5103    186.5835     12.5101          -689.1 
0604     890    -999    186.5898      6.6695    186.5898      6.6697          1541.7 
0605    -999    -999    186.5950     -1.2554    186.5941     -1.2550          1976.6 
0606    -999    -999    186.6023      4.3168    186.6023      4.3169          2320.6 
0607     895    -999    186.6039     10.5820    186.6039     10.5819          1025.5 
0608     901    -999    186.6089     16.5231    186.6089     16.5231          2032.9 
0609     912    4407    186.6343     12.6108    186.6344     12.6107            85.5 
0610     917    -999    186.6350     13.5788    186.6350     13.5788          1237.4 
0611     916    -999    186.6384     12.7430    186.6384     12.7430          1301.8 
0612     920    -999    186.6465      9.9833    186.6463      9.9834           442.9 
0613     921    4412    186.6499      3.9650    186.6438      3.9620          2325.2 
0614    -999    -999    186.6621     16.7176    186.6617     16.7177          1611.4 
0615     928    -999    186.6659     12.5136    186.6659     12.5135          -282.0 
0616     929    4415    186.6687      8.4357    186.6687      8.4357           913.1 
0617    -999    -999    186.6738     18.1371    186.6738     18.1371           703.4 
0618     931    -999    186.6833     10.9046    186.6833     10.9048           554.6 
0619     933    -999    186.6847      8.8239    186.6847      8.8237          1388.8 
0620     936    -999    186.6851     11.3797    186.6851     11.3797          1305.5 
0621     938    4416    186.6945      7.9187    186.6918      7.9199          1451.7 
0622     940    -999    186.6961     12.4540    186.6961     12.4540          1411.7 
0623     939   4411B    186.6963      8.8847    186.6968      8.8846          1263.5 
0624    -999    -999    186.6998      7.6715    186.6998      7.6715           618.4 
0625     950    -999    186.7106     11.5589    186.7104     11.5590          1030.0 
0626     944    4417    186.7103      9.5844    186.7046      9.5744           867.2 
0627     945    -999    186.7117     13.1772    186.7144     13.1730             1.8 
0628     951    -999    186.7265     11.6638    186.7264     11.6640          2156.4 
0629    -999    -999    186.7267     18.3937    186.7268     18.3937          1407.7 
0630     949    -999    186.7273     10.6658    186.7273     10.6659          1275.7 
0631    -999    4355    186.7276     -0.8776    186.7276     -0.8776          2123.1 
0632     953    -999    186.7282     13.5661    186.7282     13.5662          -441.4 
0633     952    -999    186.7318      9.8824    186.7321      9.8823           988.6 
0634     958    4419    186.7348     15.0476    186.7273     15.0526           -52.6 
0635     957    4409    186.7436      2.4944    186.7435      2.4944          1722.0 
0636     963    -999    186.7474     14.7826    186.7465     14.7823          1896.5 
0637     966    4421    186.7606     15.4616    186.7606     15.4615          1554.2 
0638     965    -999    186.7629     12.5607    186.7628     12.5608           838.8 
0639    -999    -999    186.7690     -0.9069    186.7686     -0.9057          2200.9 
0640     971    4423    186.7887      5.8834    186.7875      5.8801          1120.2 
0641     974    -999    186.7913      8.3899    186.7913      8.3900          1412.6 
0642     977    -999    186.7968     12.0382    186.7968     12.0381            37.4 
0643     980    -999    186.7972     15.8971    186.7966     15.8967          2376.2 
0644     979    4424    186.7987      9.4206    186.7991      9.4202           486.1 
0645     976    -999    186.7999      8.8402    186.7995      8.8399          1260.9 
0646     982    -999    186.8032     17.8210    186.8031     17.8208          1069.6 
0647    -999    -999    186.8034      7.6398    186.8034      7.6390          1164.2 
0648     984    4425    186.8056     12.7348    186.8056     12.7348          1900.7 
0649     985    -999    186.8157      4.2636    186.8161      4.2635          1627.1 
0650     990    -999    186.8206     16.0244    186.8206     16.0245          1727.7 
0651     989    -999    186.8234      7.6701    186.8234      7.6694          1804.6 
0652     992    -999    186.8279      8.2128    186.8279      8.2129          1442.6 
0653     994    -999    186.8349     16.4284    186.8351     16.4283           776.4 
0654     995    -999    186.8421     10.8663    186.8427     10.8668           948.7 
0655     997    -999    186.8423     12.0687    186.8424     12.0687          -182.0 
0656     998    -999    186.8477     12.3318    186.8479     12.3315          -124.0 
0657    1001    -999    186.8526     13.7166    186.8521     13.7160           340.6 
0658    -999    -999    186.8542     19.2635    186.8542     19.2636           647.7 
0659    1005    -999    186.8561     13.7508    186.8560     13.7508          2431.2 
0660    1002    4430    186.8582      6.2639    186.8600      6.2628          1472.5 
0661    -999    -999    186.8624      5.1880    186.8624      5.1879          1229.7 
0662    -999    -999    186.8690     20.3686    186.8698     20.3695            87.2 
0663    1011    -999    186.8719      7.6439    186.8713      7.6435           937.3 
0664    1013    -999    186.8758      9.3409    186.8757      9.3395          1723.4 
0665    1020    -999    186.8834     11.6152    186.8833     11.6152          1385.3 
0666    1024    -999    186.8949     15.7395    186.8949     15.7395          1364.2 
0667    1028    -999    186.9065     14.4556    186.9065     14.4556          1306.7 
0668    -999    -999    186.9115     18.4346    186.9116     18.4346          1055.0 
0669    1033    -999    186.9197     15.9450    186.9197     15.9450           856.3 
0670    1036    4436    186.9218     12.3159    186.9218     12.3159          1117.5 
0671    1035    -999    186.9254     12.0898    186.9254     12.0897           151.3 
0672    1039    -999    186.9346     11.2147    186.9345     11.2146          1416.0 
0673    1043    4438    186.9381     13.0110    186.9513     13.0264             9.5 
0674    1044    -999    186.9427     11.4352    186.9428     11.4351          1311.2 
0675    1049    -999    186.9785      8.0904    186.9785      8.0904           619.5 
0676    1048    -999    186.9810      5.7210    186.9808      5.7211          2262.4 
0677    1059    -999    187.0018     11.9500    187.0019     11.9498          2250.0 
0678    1061    -999    187.0085     15.4443    187.0085     15.4446          2387.6 
0679    -999    -999    187.0119     22.5879    187.0116     22.5879           621.6 
0680    1060    -999    187.0159      2.9101    187.0153      2.9100          1494.6 
0681    1062    4442    187.0162      9.8037    187.0016      9.8046           350.4 
0682    1064    -999    187.0205     13.6120    187.0206     13.6120           867.5 
0683    1065    -999    187.0207     13.5781    187.0207     13.5781           143.1 
0684    -999    -999    187.0211     22.2911    187.0200     22.2902           683.5 
0685    1069    -999    187.0272     12.8981    187.0272     12.8982          2305.5 
0686    1071    -999    187.0304      8.8151    187.0307      8.8148            49.7 
0687    1073    -999    187.0359     12.0933    187.0359     12.0933          1930.2 
0688    1078    -999    187.0472      9.7604    187.0472      9.7602           471.5 
0689    1079    -999    187.0503     10.3653    187.0501     10.3653          1450.6 
0690    1075    -999    187.0513     10.2976    187.0513     10.2976          1811.8 
0691    1076    -999    187.0535     10.5260    187.0535     10.5260          1777.4 
0692    1087    -999    187.0620     11.7900    187.0620     11.7898           673.2 
0693    -999    -999    187.0661      2.7008    187.0662      2.7008          2287.7 
0694    -999    -999    187.0663      1.8288    187.0665      1.8289           905.9 
0695    1086    4445    187.0665      9.4364    187.0664      9.4362           366.0 
0696    1093    -999    187.0781     11.7003    187.0781     11.7003          1460.7 
0697    1095    -999    187.0864      8.0118    187.0864      8.0117          1100.3 
0698    1101    -999    187.0984     13.1957    187.0987     13.1958          1731.1 
0699    1099    -999    187.0999     11.4205    187.0999     11.4204          1786.1 
0700    -999    -999    187.1078     11.2402    187.1078     11.2402           140.9 
0701    1102    -999    187.1138      6.9462    187.1133      6.9458           850.8 
0702    1104    -999    187.1169     12.8237    187.1169     12.8237          1732.9 
0703    1107    -999    187.1270      7.3248    187.1270      7.3247          1513.3 
0704    1114    -999    187.1408      8.6400    187.1414      8.6396           544.0 
0705    1118    4451    187.1688      9.2591    187.1671      9.2620           786.9 
0706    1120    -999    187.1731      7.8043    187.1731      7.8042           868.6 
0707    1122    -999    187.1738     12.9158    187.1738     12.9159           463.2 
0708    1123    -999    187.1777     12.5498    187.1777     12.5498          1875.0 
0709    1126    -999    187.1803     14.9993    187.1802     14.9995          1774.2 
0710    1125    4452    187.1805     11.7551    187.1805     11.7550           160.6 
0711    -999    4455    187.1838     22.8216    187.1838     22.8204           595.5 
0712    1129    -999    187.1871     12.8095    187.1872     12.8098            12.0 
0713    1132    -999    187.1930     16.2242    187.1931     16.2242          1977.4 
0714    -999    -999    187.2123     -2.0604    187.2113     -2.0608          2425.3 
0715    1141    -999    187.2290      9.4211    187.2290      9.4211          1032.4 
0716    1148    -999    187.2422     12.6617    187.2423     12.6617          1416.5 
0717    1153    -999    187.2493     12.6485    187.2492     12.6484           992.4 
0718    1156    -999    187.2596      2.7231    187.2590      2.7232          1523.0 
0719    1163    -999    187.2769     14.0048    187.2769     14.0049          -453.1 
0720    1164    -999    187.2840      9.4439    187.2840      9.4439          1088.3 
0721    -999    -999    187.3086     -1.3561    187.3085     -1.3560          2197.7 
0722    1192    -999    187.3761      7.9929    187.3760      7.9929          1397.2 
0723    1167    -999    187.3110      7.8775    187.3111      7.8775          1528.7 
0724    1173    -999    187.3119     12.9782    187.3119     12.9782          2410.4 
0725    1172    -999    187.3137      8.8145    187.3137      8.8145           989.8 
0726    1175    -999    187.3259     10.1359    187.3258     10.1359            10.1 
0727    1180    -999    187.3382     16.8064    187.3383     16.8063           862.4 
0728    1179    -999    187.3444      9.9880    187.3444      9.9890           750.4 
0729    1185    -999    187.3479     12.4508    187.3480     12.4508           446.8 
0730    1188    -999    187.3596     16.4050    187.3597     16.4048          1549.0 
0731    -999    -999    187.3651      5.9736    187.3651      5.9736          1461.9 
0732    1190    4469    187.3671      8.7504    187.3668      8.7499           592.0 
0733    -999    -999    187.3675     20.5636    187.3674     20.5636          1079.7 
0734    1199    -999    187.3958      8.0580    187.3958      8.0580          1398.3 
0735    1191    -999    187.3693     12.4962    187.3695     12.4962             7.4 
0736    1189    -999    187.3699      6.7714    187.3699      6.7718           113.0 
0737    1193    4466    187.3773      7.6966    187.3774      7.6964           749.5 
0738    1196    4468    187.3787     14.0491    187.3787     14.0491           895.8 
0739    1198    -999    187.3834     13.5105    187.3835     13.5105          -358.6 
0740    -999    -999    187.3855      0.8393    187.3865      0.8396          2275.2 
0741    1200    -999    187.3978     10.7936    187.3957     10.7932           -92.8 
0742    1203    4471    187.4045      7.9328    187.4044      7.9328           883.0 
0743    1205    4470    187.4078      7.8238    187.4074      7.8242          2359.6 
0744    1204    -999    187.4082      7.1066    187.4080      7.1065           801.4 
0745    1210    -999    187.4104     11.2990    187.4104     11.2990          1497.8 
0746    1208    -999    187.4129      3.6131    187.4130      3.6127          1307.8 
0747    1213    -999    187.4135     12.5483    187.4135     12.5482          1122.7 
0748    1209    -999    187.4193     10.3849    187.4192     10.3849          1431.6 
0749    1221    -999    187.4308     17.5155    187.4307     17.5155           679.7 
0750    1219    -999    187.4337     12.8055    187.4337     12.8055           484.8 
0751    1222    -999    187.4357     15.0249    187.4358     15.0248          1325.6 
0752    1224    -999    187.4373     17.2874    187.4371     17.2875          1318.7 
0753    1218    -999    187.4384      5.9201    187.4384      5.9202           922.1 
0754    -999    -999    187.4422     -1.2952    187.4427     -1.2951          2281.7 
0755    1226    4472    187.4438      7.9983    187.4354      8.0083           950.4 
0756    1225    -999    187.4472      6.9653    187.4472      6.9653           967.3 
0757    1231    4473    187.4536     13.4296    187.4681     13.4275          2339.2 
0758    -999    -999    187.4607      2.0317    187.4607      2.0316          1786.0 
0759    1237    -999    187.4632     13.8675    187.4634     13.8679          -551.0 
0760    1239    -999    187.4709     11.9623    187.4708     11.9623          -395.6 
0761    1242    4474    187.4732     14.0686    187.4634     14.0665          1518.5 
0762    1240    -999    187.4779      7.1382    187.4780      7.1382           718.4 
0763    -999    -999    187.4953      0.0272    187.4952      0.0272          2410.4 
0764    1250    4476    187.4962     12.3487    187.4962     12.3487          1972.5 
0765    -999    -999    187.4979      8.4319    187.4980      8.4318           621.0 
0766    1249    -999    187.5025      7.9294    187.5014      7.9298           389.2 
0767    -999    -999    187.5110      9.4032    187.5109      9.4033           923.7 
0768    1254    -999    187.5210      8.0733    187.5211      8.0733          1271.0 
0769    1261    4482    187.5430     10.7795    187.5430     10.7795          1850.2 
0770    1264    -999    187.5454     12.1954    187.5454     12.1955          -420.3 
0771    1266    -999    187.5575      2.6249    187.5563      2.6252          1667.3 
0772    1269    -999    187.5672     10.5330    187.5671     10.5330           322.6 
0773    1273    -999    187.5706      9.0852    187.5697      9.0853          2119.6 
0774    1279    4478    187.5726     12.3286    187.5752     12.3231          1411.1 
0775    1283    4479    187.5766     13.5777    187.5766     13.5776           852.9 
0776    1290    4480    187.6115      4.2463    187.6116      4.2466          2442.8 
0777    -999    -999    187.6247     19.6730    187.6247     19.6730           867.2 
0778    1304    -999    187.6661     15.1297    187.6662     15.1297           -41.7 
0779    1303    4483    187.6693      9.0157    187.6694      9.0157           895.1 
0780    -999    -999    187.6750      5.8789    187.6750      5.8788          2306.0 
0781    1307    -999    187.6860     13.7994    187.6859     13.7994          1260.5 
0782    -999    -999    187.6930     12.0992    187.6933     12.0991          1254.8 
0783    1311    -999    187.6971      7.6053    187.6971      7.6054          1569.0 
0784    1313    -999    187.7022     12.0452    187.7025     12.0452          1315.8 
0785    1314    -999    187.7043     13.2238    187.7042     13.2238            78.5 
0786    1316    4486    187.7059     12.3909    187.6981     12.3884          1260.0 
0787    1318    4488    187.7141      8.3603    187.7141      8.3600           986.8 
0788    1321    4489    187.7177     16.7588    187.7177     16.7589           952.9 
0789    1323    -999    187.7320     14.7739    187.7322     14.7739          2531.8 
0790    1334    -999    187.7509     15.7305    187.7511     15.7308          1888.7 
0791    1333    -999    187.7544      7.7232    187.7547      7.7232          1243.4 
0792    -999    -999    187.7595     18.0034    187.7593     18.0034          2076.6 
0793    -999    -999    187.7659      1.6757    187.7648      1.6757          1131.8 
0794    -999    -999    187.7882     18.2200    187.7883     18.2199          1519.6 
0795    1340    -999    187.7933     13.0973    187.7934     13.0973          1530.4 
0796    1343    -999    187.8029     13.1243    187.8029     13.1243          1900.1 
0797    1348    -999    187.8155     12.3318    187.8156     12.3318          1785.4 
0798    1353    -999    187.8310     12.7380    187.8309     12.7380          -351.2 
0799    1352    -999    187.8315     12.6115    187.8315     12.6116          1851.6 
0800    1356    -999    187.8458     11.4926    187.8456     11.4924          1250.4 
0801    1358    -999    187.8465     17.2064    187.8466     17.2064          1364.2 
0802    1366    -999    187.8821     11.6031    187.8820     11.6030          1839.6 
0803    1368    4497    187.8856     11.6247    187.8855     11.6247          1043.7 
0804    1369    -999    187.8891     12.0643    187.8890     12.0638           776.9 
0805    1374    -999    187.9071     14.8602    187.9073     14.8598          2554.3 
0806    1377    -999    187.9134     10.8398    187.9125     10.8406           634.2 
0807    1379    4498    187.9143     16.8528    187.9129     16.8539          1482.5 
0808    1375    4505    187.9137      3.9399    187.9166      3.9421          1746.4 
0809    -999    -999    187.9269     20.4817    187.9265     20.4817          1896.9 
