ID1	ID2	NGC	  RA1	      Dec1	  RA2	      Dec2	       cz    
0810    -999    -999    187.9500     -2.9703    187.9501     -2.9702          2327.7 
0811    1386    -999    187.9639     12.6570    187.9639     12.6570          1279.8 
0812    1389    -999    187.9667     12.4818    187.9667     12.4818           859.8 
0813    -999    -999    187.9704     12.2664    187.9704     12.2664           970.0 
0814    1400    -999    187.9744     14.3065    187.9744     14.3065           509.4 
0815    1393    -999    187.9779     15.1239    187.9778     15.1268          2084.7 
0816    1395    -999    187.9824      8.6022    187.9823      8.6022          1037.1 
0817    1392    -999    187.9831     12.1741    187.9830     12.1740           374.6 
0818    1396    -999    187.9849     11.9724    187.9849     11.9727          1118.8 
0819    -999    -999    187.9961     18.3478    187.9962     18.3478          1837.4 
0820    1399    -999    188.0032     12.6203    188.0032     12.6203           453.9 
0821    1407    -999    188.0114     11.8900    188.0114     11.8901           997.2 
0822    1410    4502    188.0138     16.6879    188.0135     16.6876          1615.4 
0823    1411    -999    188.0228     11.8174    188.0237     11.8179           911.3 
0824    1414    -999    188.0389     12.8389    188.0388     12.8389           201.0 
0825    1417    -999    188.0399     15.3009    188.0399     15.3009          1600.2 
0826    1419    4506    188.0435     13.4196    188.0439     13.4196           511.2 
0827    1420    -999    188.0510     12.0615    188.0510     12.0615          1001.9 
0828    1422    -999    188.0592     10.2515    188.0592     10.2514          1310.1 
0829    -999    -999    188.0800     18.2446    188.0795     18.2447           710.6 
0830    1427    -999    188.0949     16.0187    188.0950     16.0189          -133.1 
0831    1431    -999    188.0975     11.2630    188.0974     11.2630          1505.7 
0832    1426    -999    188.0982     11.8932    188.0979     11.8933           855.0 
0833    1430    -999    188.1061      5.6555    188.1063      5.6555          1175.3 
0834    -999    -999    188.1167      0.3892    188.1165      0.3907          1510.9 
0835    1440    -999    188.1392     15.4154    188.1392     15.4154           432.4 
0836    1437    -999    188.1397      9.1737    188.1396      9.1737          1164.9 
0837    1441    -999    188.1493      8.0925    188.1493      8.0924           817.7 
0838    1444    -999    188.1495      9.8864    188.1494      9.8863          1777.8 
0839    -999    -999    188.1505      0.2625    188.1505      0.2624          1191.9 
0840    -999    -999    188.1507     18.0231    188.1507     18.0230           831.3 
0841    1443    -999    188.1508      5.3881    188.1508      5.3881           883.3 
0842    1442    -999    188.1521      2.6613    188.1506      2.6589          1497.4 
0843    1446    -999    188.1626     10.0921    188.1625     10.0921          1234.0 
0844    1450    -999    188.1741     14.0496    188.1713     14.0426          -212.2 
0845    1451    -999    188.1777     15.9099    188.1777     15.9099          1169.8 
0846    -999    -999    188.1785     15.0361    188.1785     15.0361          1294.6 
0847    1453    -999    188.1842     14.1962    188.1841     14.1962          1895.4 
0848    -999    -999    188.1936      1.5689    188.1942      1.5690          1537.3 
0849    1455    -999    188.1950      7.7992    188.1949      7.7990          1333.1 
0850    1457    -999    188.2108      2.7978    188.2106      2.7973          1020.9 
0851    1459    -999    188.2137      2.6290    188.2135      2.6283          1768.9 
0852    -999    4529    188.2151     20.1835    188.2152     20.1835          2575.3 
0853    1465    -999    188.2321      3.3604    188.2290      3.3628           730.3 
0854    1468    -999    188.2418      4.5784    188.2451      4.5792          1245.9 
0855    1475    4515    188.2707     16.2655    188.2707     16.2655           966.3 
0856    1479    4516    188.2814     14.5749    188.2814     14.5749           951.0 
0857    1481    -999    188.2876     10.8362    188.2874     10.8362          1964.8 
0858    1486    -999    188.2918     11.3475    188.2922     11.3483           132.7 
0859    1488    -999    188.3060      9.3973    188.3060      9.3974          1087.7 
0860    1489    -999    188.3080     10.9286    188.3079     10.9285           248.1 
0861    1491    -999    188.3084     12.8578    188.3084     12.8578          1987.3 
0862    1492    -999    188.3260      2.0465    188.3260      2.0464           571.1 
0863    1497    -999    188.3271     17.4593    188.3270     17.4594          1176.1 
0864    1499    -999    188.3324     12.8535    188.3324     12.8534          -484.0 
0865    -999    -999    188.3364      1.5225    188.3365      1.5217          1684.6 
0866    1498    -999    188.3369      7.8545    188.3369      7.8545          2135.6 
0867    1503    -999    188.3605      6.6166    188.3604      6.6166          1787.2 
0868    1507    -999    188.3728      3.7940    188.3732      3.7939           912.1 
0869    1508    4519    188.3760      8.6549    188.3761      8.6547          1212.8 
0870    1509    -999    188.3819      9.4594    188.3817      9.4592           861.9 
0871    1516    4522    188.4155      9.1741    188.4155      9.1750          2310.6 
0872    -999    -999    188.4180     12.7372    188.4180     12.7371          1145.9 
0873    -999    -999    188.4234     23.9872    188.4271     23.9864          1306.7 
0874    1519    -999    188.4258      7.7833    188.4261      7.7831           454.7 
0875    1521    -999    188.4375     10.9957    188.4364     10.9944          1159.5 
0876    1524    4523    188.4511     15.1681    188.4494     15.1542           335.6 
0877    1523    -999    188.4529     12.7801    188.4528     12.7800          1134.7 
0878    1528    -999    188.4651     13.3225    188.4651     13.3224          1647.0 
0879    -999    -999    188.4395     -2.6503    188.4407     -2.6521          2472.7 
0880    1530    -999    188.4820      5.7188    188.4821      5.7188          1710.8 
0881    1531    -999    188.4836     10.5781    188.4836     10.5781           461.5 
0882    1532    -999    188.4863     15.3547    188.4861     15.3548          2362.4 
0883    -999    -999    188.5086      1.7655    188.5086      1.7655          2495.9 
0884    1535    4526    188.5127      7.6993    188.5225      7.6933           427.3 
0885    1539    -999    188.5281     12.7415    188.5281     12.7416          1494.8 
0886    1540    4527    188.5357      2.6529    188.5333      2.6531          1645.7 
0887    1545    -999    188.5480     12.0490    188.5481     12.0490          2067.1 
0888    1547    -999    188.5620      2.2964    188.5623      2.2965          1792.6 
0889    1552    4531    188.5662     13.0754    188.5662     13.0753            92.8 
0890    1553    -999    188.5671     16.0585    188.5678     16.0578           457.7 
0891    1554    4532    188.5806      6.4682    188.5781      6.4732          2062.5 
0892    1555    4535    188.5844      8.1982    188.5911      8.2046          1959.8 
0893    1557    4533    188.5918      2.3259    188.5918      2.3253          1752.9 
0894    1565    -999    188.6267     11.7343    188.6268     11.7344           986.8 
0895    -999    -999    188.6276      1.0115    188.6276      1.0115          2254.3 
0896    1567    -999    188.6304      9.6233    188.6304      9.6234          1255.3 
0897    1569    -999    188.6325     13.5038    188.6325     13.5037           800.2 
0898    1570    -999    188.6341     16.0327    188.6341     16.0326          1013.3 
0899    -999    4539    188.6445     18.2027    188.6447     18.2027          1248.3 
0900    1572    -999    188.6457      2.5683    188.6458      2.5688          1913.0 
0901    1577    -999    188.6600     15.6026    188.6600     15.6027           447.5 
0902    1575    -999    188.6645      7.1601    188.6646      7.1602           588.2 
0903    1581    -999    188.6877      6.3009    188.6872      6.2999          2141.0 
0904    1584    -999    188.6882     16.0244    188.6881     16.0243           864.3 
0905    1585    -999    188.6915     15.2208    188.6899     15.2208           559.5 
0906    -999    -999    188.7057     17.8142    188.7055     17.8143          1213.6 
0907    1587    -999    188.7062      6.8363    188.7062      6.8363           743.9 
0908    -999    -999    188.7220     24.3293    188.7218     24.3297          1176.3 
0909    1597    -999    188.7605      5.4249    188.7600      5.4256           846.8 
0910    1603    -999    188.7824     13.5644    188.7824     13.5644           728.1 
0911    1602    -999    188.7840     13.4854    188.7840     13.4853          1784.0 
0912    1605    -999    188.8080     10.4318    188.8080     10.4310          1291.3 
0913    1606    -999    188.8113     12.2375    188.8112     12.2374           710.6 
0914    1608    4543    188.8343      6.1151    188.8343      6.1151          2386.6 
0915    -999    -999    188.8516      5.0482    188.8518      5.0483          1815.8 
0916    1614    -999    188.8635     12.7503    188.8634     12.7502           750.2 
0917    1616    -999    188.8668     14.2613    188.8668     14.2613           188.2 
0918    1617    -999    188.8787      6.3338    188.8786      6.3340          1587.4 
0919    1623    -999    188.8837     16.6121    188.8834     16.6121          2135.2 
0920    1624    4544    188.9023      3.0350    188.9029      3.0339          1118.7 
0921    1627    -999    188.9052     12.3820    188.9052     12.3820           284.4 
0922    1630    4551    188.9081     12.2640    188.9093     12.2687          1177.9 
0923    1629    -999    188.9102      9.5895    188.9103      9.5899           757.0 
0924    1637    -999    188.9397     12.1814    188.9397     12.1814           814.4 
0925    -999    -999    188.9561     20.2987    188.9561     20.2986           764.0 
0926    -999    -999    188.9700     -3.6083    188.9705     -3.6084          2665.5 
0927    1642    -999    188.9714     11.6820    188.9714     11.6819          1331.5 
0928    1647    -999    188.9861     10.9362    188.9859     10.9363            82.3 
0929    1649    -999    189.0120      7.2004    189.0120      7.2004          1046.2 
0930    -999    4561    189.0339     19.3227    189.0340     19.3227          1361.5 
0931    1654    -999    189.0439      9.9223    189.0440      9.9226          2066.4 
0932    1661    -999    189.1033     10.3847    189.1033     10.3846          1452.6 
0933    -999    -999    189.1218     18.3005    189.1218     18.3005           884.8 
0934    1668    -999    189.1256     13.5427    189.1254     13.5425          1436.8 
0935    1669    -999    189.1275     13.6385    189.1276     13.6383           765.5 
0936    1674    -999    189.1349     13.7483    189.1349     13.7484           867.3 
0937    1673    4567    189.1378     11.2581    189.1363     11.2580          2280.5 
0938    1676    4568    189.1431     11.2394    189.1428     11.2389          2230.8 
0939    1675    -999    189.1453      8.0545    189.1457      8.0547          1497.4 
0940    -999    -999    189.1457      3.6422    189.1456      3.6420          1497.4 
0941    1682    -999    189.1529     14.2259    189.1531     14.2259            43.9 
0942    1678    -999    189.1568      6.6211    189.1570      6.6209          1006.0 
0943    1684    -999    189.1644     11.1019    189.1642     11.1019           649.6 
0944    1685    -999    189.1750      3.1076    189.1752      3.1081          1453.4 
0945    -999    -999    189.1823     -3.0207    189.1822     -3.0207          2623.7 
0946    1688    -999    189.1964     14.7398    189.1964     14.7398           531.5 
0947    1687    -999    189.2042      4.1046    189.2041      4.1045           848.5 
0948    1691    -999    189.2130     12.9588    189.2130     12.9588           543.7 
0949    -999    -999    189.2164     -0.5878    189.2161     -0.5877          2549.1 
0950    1695    -999    189.2286     12.5200    189.2285     12.5201          1747.7 
0951    -999    -999    189.2290      1.6148    189.2290      1.6151           579.3 
0952    1696    4571    189.2345     14.2178    189.2349     14.2173           340.8 
0953    -999    -999    189.2559     22.0088    189.2560     22.0086          1210.2 
0954    1699    -999    189.2626      6.9266    189.2594      6.9253          1609.5 
0955    1701    -999    189.2793      5.4216    189.2793      5.4217          1171.7 
0956    1704    -999    189.2904     10.2723    189.2904     10.2723           304.7 
0957    1710    -999    189.3219     10.8881    189.3217     10.8880           -10.9 
0958    -999    -999    189.3282      0.2134    189.3282      0.2134           903.3 
0959    1711    -999    189.3423     12.2870    189.3423     12.2870           447.7 
0960    1714    -999    189.3548     14.3122    189.3539     14.3126           -79.1 
0961    1717    -999    189.3705     12.3526    189.3707     12.3532          1465.6 
0962    1713    -999    189.3712      4.7514    189.3710      4.7511          1721.6 
0963    1722    -999    189.3928      8.4820    189.3928      8.4820          1527.5 
0964    1725    -999    189.4209      8.5593    189.4209      8.5586          1050.9 
0965    1727    4579    189.4310     11.8182    189.4393     11.8167          1686.1 
0966    -999    -999    189.4320     18.2655    189.4321     18.2656          2570.1 
0967    1726    -999    189.4387      7.1052    189.4384      7.1051            32.9 
0968    -999    -999    189.4414     18.2973    189.4412     18.2973          2551.4 
0969    -999    -999    189.4439     -2.7819    189.4437     -2.7816          1001.4 
0970    -999    -999    189.4456     -2.5333    189.4458     -2.5332          2362.8 
0971    1730    4580    189.4516      5.3684    189.4516      5.3685          1042.3 
0972    -999    -999    189.4924     24.0444    189.4924     24.0441          1227.0 
0973    1740    -999    189.5019     14.1775    189.5015     14.1788          -162.9 
0974    -999    -999    189.5140     -2.2638    189.5135     -2.2643          2587.3 
0975    -999    4581    189.5217      1.4775    189.5215      1.4778          1854.4 
0976    1743    -999    189.5283     10.0824    189.5283     10.0824          1271.2 
0977    1744    -999    189.5289     10.1651    189.5287     10.1656          1176.4 
0978    1747    -999    189.5403     13.5807    189.5402     13.5808           649.2 
0979    1757    4584    189.5746     13.1101    189.5745     13.1099          1747.8 
0980    1755    -999    189.5771      7.2171    189.5799      7.2144          1096.7 
0981    1758    -999    189.5867      7.8913    189.5867      7.8913          1786.6 
0982    -999    -999    189.5878     19.5418    189.5873     19.5413          1370.5 
0983    -999    -999    189.5905      1.2021    189.5905      1.2021          1183.5 
0984    1761    -999    189.6156     14.0772    189.6156     14.0772          -158.9 
0985    1760    4586    189.6186      4.3190    189.6184      4.3191           780.3 
0986    1762    -999    189.6340     10.3766    189.6340     10.3766           192.8 
0987    1764    -999    189.6525      6.5034    189.6521      6.5033          1489.4 
0988    1767    -999    189.6563      9.6752    189.6565      9.6751          1485.6 
0989    -999    -999    189.7603      0.8497    189.7603      0.8497          1595.5 
0990    1778    -999    189.7669     13.3639    189.7676     13.3630          2845.1 
0991    1779    -999    189.7696     14.7311    189.7696     14.7311          1246.2 
0992    -999    -999    189.7740     -2.0123    189.7742     -2.0123          2610.5 
0993    1781    -999    189.7989      8.0726    189.7988      8.0724          1669.4 
0994    1780    4577    189.8018      6.0124    189.8018      6.0123          2431.2 
0995    1785    -999    189.8154     11.2698    189.8154     11.2698          1545.7 
0996    -999    4592    189.8275     -0.5316    189.8281     -0.5320          1082.4 
0997    -999    -999    189.8303      4.9439    189.8303      4.9439          1952.3 
0998    1791    -999    189.8537      7.9661    189.8527      7.9648          2086.2 
0999    1794    -999    189.8628     11.7764    189.8628     11.7764          1373.1 
1000    -999    -999    189.8723      0.2852    189.8723      0.2852          2982.4 
1001    1796    -999    189.8753     12.6807    189.8752     12.6809           585.2 
1002    -999    -999    189.8761     18.3685    189.8760     18.3682           946.1 
1003    1803    -999    189.9071     10.9757    189.9071     10.9757          1329.3 
1004    1804    -999    189.9174      9.3986    189.9171      9.3989          1936.0 
1005    1806    -999    189.9283     13.6075    189.9283     13.6075          1028.4 
1006    1809    -999    189.9501     12.9739    189.9500     12.9740          2835.4 
1007    -999    -999    189.9574      3.9357    189.9574      3.9355          1390.2 
1008    -999    -999    189.9595      1.6725    189.9595      1.6726          1291.8 
1009    1811    4595    189.9655     15.2977    189.9585     15.3023           676.7 
1010    -999    -999    189.9811      9.9224    189.9810      9.9224          1379.2 
1011    1812    -999    189.9814     11.8579    189.9814     11.8579          -229.1 
1012    1813    4596    189.9831     10.1762    189.9907     10.1725          1979.3 
1013    1816    -999    189.9939     13.7817    189.9926     13.7839           987.8 
1014    -999    -999    190.0076     -3.6069    190.0077     -3.6066          2507.1 
1015    -999    -999    190.0116     -1.0497    190.0120     -1.0508          1613.2 
1016    1819    -999    190.0216      5.7590    190.0214      5.7581          1121.7 
1017    -999    -999    190.0367     -0.3513    190.0369     -0.3503          1698.4 
1018    1822    -999    190.0432      6.8465    190.0434      6.8468           976.4 
1019    1826    -999    190.0469      9.8961    190.0469      9.8961          1982.8 
1020    1827    4598    190.0498      8.3837    190.0497      8.3837          1968.1 
1021    1828    -999    190.0558     12.8747    190.0557     12.8748          1578.5 
1022    1829    -999    190.0736      6.7320    190.0737      6.7318           939.8 
1023    1836    -999    190.0813     14.7149    190.0815     14.7150          2018.7 
1024    1833    -999    190.0820     15.9353    190.0820     15.9353          1806.3 
1025    1837    -999    190.0995      2.6085    190.0996      2.6085          1329.3 
1026    1839    -999    190.1080      4.0502    190.1080      4.0502           753.4 
1027    -999    4599    190.1129      1.1968    190.1129      1.1969          1874.7 
1028    -999    -999    190.1759      5.8148    190.1754      5.8156          1736.5 
1029    -999    -999    190.2021      0.4494    190.2020      0.4488          1668.1 
1030    1855    -999    190.2099      4.5259    190.2097      4.5258           743.7 
1031    1860    -999    190.2385     15.2752    190.2386     15.2752           -18.9 
1032    1859    4606    190.2401     11.9121    190.2391     11.9104          1704.0 
1033    1861    -999    190.2440     11.1845    190.2440     11.1845           630.8 
1034    -999    -999    190.2545      9.7184    190.2545      9.7184          1414.6 
1035    -999    -999    190.2983      1.4102    190.2983      1.4103          1734.0 
1036    1868    4607    190.3016     11.8860    190.3009     11.8866          2284.1 
1037    1871    -999    190.3156     11.3872    190.3156     11.3872           562.2 
1038    1876    -999    190.3360     14.7005    190.3360     14.7005            34.7 
1039    -999    -999    190.3453     -3.0577    190.3454     -3.0578          1457.1 
1040    -999    -999    190.3559     19.2215    190.3559     19.2215           479.6 
1041    -999    -999    190.3705     -3.2537    190.3705     -3.2537          1786.2 
1042    -999    -999    190.3715     -0.7199    190.3715     -0.7198          1536.8 
1043    1881    -999    190.3727     10.7631    190.3727     10.7630           277.7 
1044    -999    -999    190.4130      1.8380    190.4132      1.8380          1515.1 
1045    1886    -999    190.4142     12.2474    190.4142     12.2474           967.3 
1046    -999    -999    190.4272     24.5180    190.4275     24.5181          1101.2 
1047    1887    -999    190.4383      4.0066    190.4383      4.0066           807.4 
1048    1890    -999    190.4447     11.4884    190.4419     11.4887          1199.7 
1049    1891    -999    190.4539     11.1914    190.4539     11.1914          1047.5 
1050    1895    -999    190.4665      9.4029    190.4665      9.4029           974.9 
1051    1897    -999    190.4761     13.7729    190.4762     13.7729           111.7 
1052    1896    -999    190.4775      9.5846    190.4775      9.5846          1897.4 
1053    1898    -999    190.4877      3.8193    190.4878      3.8193           884.0 
1054    -999    -999    190.4972     -3.6672    190.4973     -3.6673          2799.0 
1055    1902    4620    190.4973     12.9429    190.4973     12.9429          1136.9 
1056    1906    -999    190.5112     15.6365    190.5112     15.6365           397.3 
1057    1909    -999    190.5309     11.8281    190.5308     11.8282            91.6 
1058    1910    -999    190.5361     11.7542    190.5361     11.7543           209.8 
1059    1912    -999    190.5379     12.5968    190.5379     12.5968           -74.2 
1060    1917    -999    190.5745      3.4689    190.5743      3.4687           761.6 
1061    1919    -999    190.5758     10.5676    190.5759     10.5676          1848.3 
1062    1918    -999    190.5774      5.7393    190.5776      5.7393           996.7 
1063    -999    -999    190.5859     17.5098    190.5857     17.5098          1219.3 
1064    1920    -999    190.5886      2.0667    190.5886      2.0666          1334.0 
1065    1921    -999    190.6105     11.7402    190.6104     11.7403          1162.1 
1066    -999    -999    190.6157      0.0480    190.6156      0.0482          1518.6 
1067    -999    -999    190.6189      1.0976    190.6191      1.0976           858.8 
1068    -999    -999    190.6286      5.7317    190.6288      5.7317          2594.4 
1069    1923    4630    190.6299      3.9587    190.6296      3.9591           732.4 
1070    -999    4629    190.6364     -1.3501    190.6361     -1.3506          1116.6 
1071    1929    4633    190.6553     14.3571    190.6557     14.3572           304.6 
1072    -999    4635    190.6636     19.9462    190.6635     19.9453           963.5 
1073    1931    -999    190.6696     13.2665    190.6698     13.2669          1153.7 
1074    1932    4634    190.6705     14.2956    190.6654     14.3066           232.6 
1075    -999    -999    190.6786      0.5923    190.6787      0.5923          1040.8 
1076    1934    -999    190.6888      3.4306    190.6890      3.4305           659.0 
1077    1936    -999    190.6916      9.5107    190.6917      9.5107           959.4 
1078    1939    4636    190.7063      2.6918    190.7071      2.6877           922.3 
1079    1942    -999    190.7116     12.3084    190.7118     12.3087          1685.1 
1080    1943    4639    190.7185     13.2571    190.7137     13.2626          1091.6 
1081    1947    -999    190.7347      3.6766    190.7347      3.6766           974.9 
1082    1949    4640    190.7409     12.2870    190.7407     12.2870          1735.9 
1083    1948    -999    190.7419     10.6820    190.7418     10.6819          1595.0 
1084    -999    -999    190.7489      2.1010    190.7490      2.1009           860.6 
1085    1950    -999    190.7514     16.0872    190.7515     16.0872           819.7 
1086    1951    -999    190.7593     11.6981    190.7593     11.6980          1149.3 
1087    -999    -999    190.7741     24.4510    190.7745     24.4511          1829.1 
1088    1952    -999    190.7806      7.6549    190.7812      7.6546          1287.6 
1089    1955    4641    190.7818     12.0505    190.7819     12.0512          2010.6 
1090    1957    -999    190.7842     14.5200    190.7843     14.5200          1190.6 
1091    1958    -999    190.7932     11.0369    190.7932     11.0370          1082.5 
1092    -999    4642    190.8238     -0.6446    190.8262     -0.6428          2571.3 
1093    -999    -999    190.8266     -1.4673    190.8268     -1.4674          1689.5 
1094    1965    -999    190.8376      3.4202    190.8376      3.4202           873.6 
1095    -999    -999    190.8459      5.7657    190.8450      5.7654          1497.4 
1096    1966    -999    190.8466     14.1725    190.8466     14.1726           201.4 
1097    -999    -999    190.8507     24.5251    190.8507     24.5251          1161.8 
1098    1971    -999    190.8788     11.0471    190.8787     11.0471          1418.3 
1099    1972    4647    190.8865     11.5809    190.8854     11.5824          1417.2 
1100    -999    -999    190.9036      1.1501    190.9035      1.1502           808.1 
1101    1978    4649    190.9164     11.5527    190.9261     11.5582          1015.6 
1102    -999    4651    190.9280     16.3938    190.9317     16.3965           700.4 
1103    1980    -999    190.9501      8.7607    190.9501      8.7606          1774.7 
1104    -999    4653    190.9623     -0.5610    190.9621     -0.5612          2630.5 
1105    1982    -999    190.9627     11.4670    190.9628     11.4670           934.3 
1106    1983    -999    190.9720     10.7455    190.9721     10.7457          1341.6 
1107    -999    -999    190.9729      2.6334    190.9732      2.6331          1362.0 
1108    -999    -999    190.9753     16.5474    190.9757     16.5475          1212.2 
1109    1987    4654    190.9865     13.1257    190.9857     13.1267          1042.5 
1110    -999    -999    190.9903      5.2132    190.9905      5.2133           409.1 
1111    -999    -999    191.0060      4.0200    191.0062      4.0199          1016.5 
1112    1989    -999    191.0185     13.2509    191.0185     13.2508           512.5 
1113    -999    -999    191.0331      3.0062    191.0332      3.0062          1368.0 
1114    1991    -999    191.0391     11.1766    191.0390     11.1766          1682.4 
1115    1992    -999    191.0392     12.1154    191.0405     12.1142           987.0 
1116    -999    -999    191.0487      3.6068    191.0488      3.6068           815.1 
1117    1993    -999    191.0501     12.9419    191.0501     12.9418           848.3 
1118    -999    -999    191.0622      2.4620    191.0623      2.4620           858.3 
1119    -999    -999    191.0724      2.6674    191.0725      2.6673          1077.0 
1120    -999    -999    191.0875      6.0899    191.0870      6.0896          1286.0 
1121    -999    -999    191.1041     24.9036    191.1040     24.9037          1821.7 
1122    -999    -999    191.1202      0.4683    191.1199      0.4681          1209.1 
1123    1999    4659    191.1224     13.4985    191.1225     13.4986           477.5 
1124    -999    -999    191.1393      1.7369    191.1393      1.7369           983.8 
1125    -999    -999    191.1402     -2.3195    191.1382     -2.3190          1589.6 
1126    -999    -999    191.1433      1.2753    191.1433      1.2753          1447.3 
1127    -999    -999    191.1748      5.4303    191.1749      5.4302          2559.2 
1128    2006    -999    191.1891     12.3508    191.1884     12.3524           893.6 
1129    2004    -999    191.1918      8.9802    191.1917      8.9804          1272.9 
1130    2008    -999    191.1975     12.0647    191.1938     12.0669          1720.2 
1131    2007    -999    191.1980      8.1071    191.1979      8.1069          1871.7 
1132    -999    -999    191.2160     16.4185    191.2157     16.4182           983.8 
1133    2012    -999    191.2733     10.9010    191.2736     10.9009          1087.6 
1134    2014    -999    191.2901     10.6303    191.2904     10.6304           944.8 
1135    2015    -999    191.2998     10.3246    191.2993     10.3243          2277.3 
1136    2017    -999    191.3142      7.6157    191.3143      7.6157          1299.7 
1137    -999    -999    191.3361     21.4272    191.3364     21.4270           387.0 
1138    -999    -999    191.3775     20.8159    191.3776     20.8160          2578.6 
1139    2023    -999    191.3828     13.3318    191.3834     13.3326           945.2 
1140    -999    4668    191.3831     -0.5360    191.3833     -0.5357          1643.2 
1141    -999    -999    191.3887     10.4905    191.3887     10.4905           969.7 
1142    -999    -999    191.3969      1.9887    191.3970      1.9887          1247.2 
1143    2028    -999    191.4060     13.3284    191.4061     13.3285            54.2 
1144    2029    -999    191.4175      9.4062    191.4177      9.4063          1295.9 
1145    -999    -999    191.4233     -2.0309    191.4232     -2.0310          1535.8 
1146    -999    -999    191.4377     12.2357    191.4377     12.2357          1547.2 
1147    -999    -999    191.4493     -0.4317    191.4496     -0.4322          1658.8 
1148    2033    -999    191.5186      8.4763    191.5185      8.4762          1478.5 
1149    -999    -999    191.5302     -3.2690    191.5302     -3.2691          1110.5 
1150    2037    -999    191.5639     10.2054    191.5637     10.2056          1145.3 
1151    -999    -999    191.5685      2.0462    191.5685      2.0461           965.8 
1152    -999    -999    191.6382      3.2989    191.6381      3.2984           805.0 
1153    -999    -999    191.6567     22.2464    191.6567     22.2464          1776.2 
1154    2042    -999    191.6593      9.3072    191.6594      9.3073           861.3 
1155    -999    -999    191.7059      2.7138    191.7060      2.7134           963.6 
1156    -999    -999    191.7065      3.0068    191.7055      3.0064          1211.5 
1157    -999    -999    191.7272      2.3599    191.7273      2.3598           427.5 
1158    2045    -999    191.7313     10.1825    191.7312     10.1824          1310.4 
1159    -999    -999    191.7541     -1.5781    191.7542     -1.5781          2719.0 
1160    -999    -999    191.8012     -1.5694    191.8014     -1.5693          2822.2 
1161    2048    -999    191.8138     10.2036    191.8138     10.2036          1097.5 
1162    2049    -999    191.8176     11.7607    191.8171     11.7602          1090.7 
1163    2050    -999    191.8360     12.1664    191.8360     12.1664          1153.9 
1164    2054    -999    191.9138      9.1576    191.9138      9.1576          1585.4 
1165    2056    -999    191.9346     12.1333    191.9346     12.1334          1924.3 
1166    2058    4689    191.9403     13.7617    191.9398     13.7628          1625.3 
1167    -999    4688    191.9448      4.3376    191.9458      4.3332           968.8 
1168    -999    -999    191.9984      4.4334    192.0003      4.4343          1042.1 
1169    -999    -999    191.9992      4.6949    191.9993      4.6949          1028.2 
1170    -999    4691    192.0565     -3.3323    192.0568     -3.3327          1129.4 
1171    2066    4694    192.0628     10.9835    192.0575     10.9892          1179.6 
1172    -999    -999    192.0951      5.1379    192.0962      5.1379          2501.0 
1173    2070    4698    192.0958      8.4875    192.0977      8.4843          1031.7 
1174    2073    -999    192.1128     10.5581    192.1127     10.5580          1168.9 
1175    2078    -999    192.1823     11.9694    192.1822     11.9696          2101.4 
1176    -999    -999    192.2309     14.9079    192.2307     14.9079          1412.1 
1177    2080    -999    192.2434     10.5867    192.2434     10.5866          1513.5 
1178    -999    4701    192.2984      3.3888    192.2973      3.3879           753.0 
1179    -999    -999    192.3160      4.6565    192.3155      4.6558          2680.6 
1180    -999    -999    192.3568      4.3921    192.3572      4.3925          2638.7 
1181    -999    -999    192.4034     21.9182    192.4037     21.9183           520.0 
1182    -999    4710    192.4126     15.1657    192.4108     15.1642          1190.6 
1183    -999    -999    192.4152     12.6259    192.4146     12.6253           834.4 
1184    -999    -999    192.4259      5.4893    192.4253      5.4895           692.4 
1185    2081    -999    192.4426     11.2260    192.4424     11.2247           228.8 
1186    -999    -999    192.4458      3.8425    192.4461      3.8423           574.4 
1187    -999    -999    192.4593      2.8513    192.4592      2.8513          1162.6 
1188    -999    -999    192.4847      2.5103    192.4850      2.5101           741.1 
1189    -999    4713    192.4902      5.3110    192.4911      5.3114           646.6 
1190    -999    -999    192.4966      5.8210    192.4967      5.8209           509.9 
1191    -999    -999    192.5304      2.2478    192.5305      2.2479          1052.0 
1192    2083    -999    192.5603     10.5400    192.5603     10.5401           893.0 
1193    -999    -999    192.6307     17.4721    192.6303     17.4711           844.8 
1194    -999    -999    192.6574      9.8790    192.6575      9.8789          1662.8 
1195    -999    -999    192.6626      1.4645    192.6623      1.4645          1326.7 
1196    -999    -999    192.6948      4.8899    192.6949      4.8899           691.7 
1197    -999    -999    192.7475      9.0784    192.7481      9.0769          1144.3 
1198    -999    -999    192.7509      1.8459    192.7509      1.8459           943.6 
1199    2090    -999    192.8509     10.5797    192.8515     10.5797          1593.3 
1200    -999    -999    192.8875     19.7230    192.8875     19.7230          1142.5 
1201    -999    -999    192.9232     13.0951    192.9230     13.0950          1496.6 
1202    -999    4746    192.9801     12.0830    192.9798     12.0835          1754.8 
1203    -999    -999    192.9820      8.8782    192.9820      8.8782          1125.4 
1204    -999    -999    193.0372      3.1209    193.0371      3.1207           950.5 
1205    2092    4754    193.0726     11.3143    193.0837     11.3077          1276.1 
1206    -999    -999    193.1406     -1.7304    193.1406     -1.7302          1123.9 
1207    -999    -999    193.1427     12.2576    193.1427     12.2576          1681.4 
1208    -999    -999    193.1521     -2.0626    193.1521     -2.0626          2815.2 
1209    -999    4758    193.1846     15.8463    193.1802     15.8575          1306.2 
1210    -999    -999    193.2059      1.7345    193.2058      1.7346           862.2 
