JD,Vmag
2458955.500000000,17.258
2458956.500000000,17.267
2458957.500000000,17.276
2458958.500000000,17.284
2458959.500000000,17.293
2458960.500000000,17.301
2458961.500000000,17.309
2458962.500000000,17.317
2458963.500000000,17.324
2458964.500000000,17.332
2458965.500000000,17.339
2458966.500000000,17.346
2458967.500000000,17.354
2458968.500000000,17.360
2458969.500000000,17.367
2458970.500000000,17.374
2458971.500000000,17.380
2458972.500000000,17.386
2458973.500000000,17.392
2458974.500000000,17.398
2458975.500000000,17.404
2458976.500000000,17.410
2458977.500000000,17.415
2458978.500000000,17.420
2458979.500000000,17.425
2458980.500000000,17.430
2458981.500000000,17.435
2458982.500000000,17.440
2458983.500000000,17.444
2458984.500000000,17.449
2458985.500000000,17.453
2458986.500000000,17.457
2458987.500000000,17.461
2458988.500000000,17.465
2458989.500000000,17.468
2458990.500000000,17.472
2458991.500000000,17.475
2458992.500000000,17.478
2458993.500000000,17.481
2458994.500000000,17.484
2458995.500000000,17.486
2458996.500000000,17.489
2458997.500000000,17.491
2458998.500000000,17.494
2458999.500000000,17.496
2459000.500000000,17.498
2459001.500000000,17.499
2459002.500000000,17.501
2459003.500000000,17.502
2459004.500000000,17.504
2459005.500000000,17.505
2459006.500000000,17.506
2459007.500000000,17.507
2459008.500000000,17.507
2459009.500000000,17.508
2459010.500000000,17.508
2459011.500000000,17.509
2459012.500000000,17.509
2459013.500000000,17.509
2459014.500000000,17.509
2459015.500000000,17.508
2459016.500000000,17.508
2459017.500000000,17.507
2459018.500000000,17.506
2459019.500000000,17.505
2459020.500000000,17.504
2459021.500000000,17.503
2459022.500000000,17.501
2459023.500000000,17.500
2459024.500000000,17.498
2459025.500000000,17.496
2459026.500000000,17.494
2459027.500000000,17.492
2459028.500000000,17.489
2459029.500000000,17.487
2459030.500000000,17.484
2459031.500000000,17.481
2459032.500000000,17.478
2459033.500000000,17.475
2459034.500000000,17.471
2459035.500000000,17.467
2459036.500000000,17.464
2459037.500000000,17.460
2459038.500000000,17.455
2459039.500000000,17.451
2459040.500000000,17.446
2459041.500000000,17.442
2459042.500000000,17.437
2459043.500000000,17.431
2459044.500000000,17.426
2459045.500000000,17.420
2459046.500000000,17.415
2459047.500000000,17.408
2459048.500000000,17.402
2459049.500000000,17.396
2459050.500000000,17.389
2459051.500000000,17.382
2459052.500000000,17.374
2459053.500000000,17.367
2459054.500000000,17.359
2459055.500000000,17.351
2459056.500000000,17.342
2459057.500000000,17.333
2459058.500000000,17.324
2459059.500000000,17.315
2459060.500000000,17.305
2459061.500000000,17.295
2459062.500000000,17.284
2459063.500000000,17.273
2459064.500000000,17.261
2459065.500000000,17.249
2459066.500000000,17.236
2459067.500000000,17.223
2459068.500000000,17.209
2459069.500000000,17.195
2459070.500000000,17.179
2459071.500000000,17.163
2459072.500000000,17.147
2459073.500000000,17.131
2459074.500000000,17.119
2459075.500000000,17.114
2459076.500000000,17.122
2459077.500000000,17.137
2459078.500000000,17.156
2459079.500000000,17.175
2459080.500000000,17.194
2459081.500000000,17.212
2459082.500000000,17.229
2459083.500000000,17.246
2459084.500000000,17.262
2459085.500000000,17.278
2459086.500000000,17.293
2459087.500000000,17.307
2459088.500000000,17.321
2459089.500000000,17.335
2459090.500000000,17.348
2459091.500000000,17.361
2459092.500000000,17.373
2459093.500000000,17.385
2459094.500000000,17.397
2459095.500000000,17.408
2459096.500000000,17.419
2459097.500000000,17.430
2459098.500000000,17.440
2459099.500000000,17.450
2459100.500000000,17.460
2459101.500000000,17.470
2459102.500000000,17.479
2459103.500000000,17.488
2459104.500000000,17.497
2459105.500000000,17.505
2459106.500000000,17.514
2459107.500000000,17.522
2459108.500000000,17.530
2459109.500000000,17.538
2459110.500000000,17.545
2459111.500000000,17.553
2459112.500000000,17.560
2459113.500000000,17.567
2459114.500000000,17.573
2459115.500000000,17.580
2459116.500000000,17.586
2459117.500000000,17.592
2459118.500000000,17.598
2459119.500000000,17.604
2459120.500000000,17.609
2459121.500000000,17.615
2459122.500000000,17.620
2459123.500000000,17.625
2459124.500000000,17.630
2459125.500000000,17.635
2459126.500000000,17.639
2459127.500000000,17.643
2459128.500000000,17.647
2459129.500000000,17.651
2459130.500000000,17.655
2459131.500000000,17.659
2459132.500000000,17.662
2459133.500000000,17.666
2459134.500000000,17.669
2459135.500000000,17.672
2459136.500000000,17.674
2459137.500000000,17.677
2459138.500000000,17.679
2459139.500000000,17.682
2459140.500000000,17.684
2459141.500000000,17.686
2459142.500000000,17.687
2459143.500000000,17.689
